name,address,maps_phone,url,rating,reviews_count,language,comment,business_status,types,zip_code,phone_1,phone_2,e-mail_1,e-mail_2,message
P&p Inmobiliaria Cb,"Carrer d'Eusebi Estada, 91, Nord, 07004 Palma, Illes Balears, España",,https://www.pypinmobiliaria.es/,4.4,28.0,es,Google reviews: 4.4* / 28,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7004.0,+34871736919,+34678444212,inmopyp2020@gmail.com,,success
Asymas Inmobiliaria,"C/ Aragó, 40, Entresuelo, Oficina 5, Levante, 07005 Palma, Illes Balears, España",,https://www.asymasinmobiliaria.com/,5.0,13.0,es,Google reviews: 5* / 13,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7005.0,+34605247374,,info@asymasinmobiliaria.com,,success
ILF ADMINISTRACIONES,"Carrer d'Eusebi Estada, 38, Nord, 07004 Palma, Illes Balears, España",,http://ilfinmobiliaria.com/,4.3,162.0,es,Google reviews: 4.3* / 162,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7004.0,+34971667270,,info@ilfinmobiliaria.com,,success
BECKER & BECKER IMMOBILIEN MALLORCA,"Carrer Arxiduc Lluís Salvador, 7, Nord, 07004 Palma, Illes Balears, España",,http://bbi-mallorca.immo/,4.9,14.0,es,Google reviews: 4.9* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7004.0,+34971440660,,,,success
INMOURBAN ,"Levante, 07005 Palma, Illes Balears, España",,http://www.inmourban.com/,4.7,28.0,es,Google reviews: 4.7* / 28,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7005.0,+34971075502,+34632659429,palma@inmourban.com,,success
Illes House Real State SL,"Plaça Pere Garau, s/n, Puesto 52, Llevant, 07007 Palma, Illes Balears, España",+34603187735,https://www.illeshouse.com/,4.8,21.0,es,Google reviews: 4.8* / 21,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7007.0,,,,,error:no webpage
Nappo Real Estate I Inmobiliaria en Mallorca y Madrid I Oficina Palma  ( 07015 ),"Avinguda de Joan Miró, 286, Ponent, 07015 Palma, Illes Balears, España",,http://www.napporealestate.com/,4.7,112.0,es,Google reviews: 4.7* / 112,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7015.0,+34971370846,+34642894387,,,success
Inmobiliaria Huading,"Carrer Faust Morell, 28, local esquina, Llevant, 07005 Palma, Illes Balears, España",,http://hdinmo.com/,4.1,37.0,es,Google reviews: 4.1* / 37,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7005.0,+34971447640,,huadinginmo@gmail.com,,success
Fincas Ribó & Asociados,"C. de Manacor, 14, Llevant, 07006 Palma, Illes Balears, España",,https://www.fincasribo.com/,4.3,33.0,es,Google reviews: 4.3* / 33,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,+34971774680,+34616906241,info@fincasribo.com,,success
Inmobiliaria Can Pastilla,"Calle Ovidio, 9, bajos, Platja de Palma, 07610 Can Pastilla, Illes Balears, España",,http://www.inmocanpastilla.com/,4.6,14.0,es,Google reviews: 4.6* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7610.0,+34670911272,+34971262702,cristobal@inmocanpastilla.com,,success
Mallorca Decorhome,"C. dels Foners, 24, Llevant, 07006 Palma, Illes Balears, España",,https://mallorcadh.com/,4.6,9.0,es,Google reviews: 4.6* / 9,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,+34613917195,+34695487942,fincasmunar@gmail.com,,success
DinsMallorca,"Carrer Joan Maragall, 48, Platja de Palma, 07006 Palma, Illes Balears, España",,http://www.dinsmallorca.com/,5.0,20.0,es,Google reviews: 5* / 20,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,+34871700001,,info@dinsmallorca.com,,success
Grupo JD Real Estate & Construction,"Carrer de Llucmajor, 44, Platja de Palma, 07006 Palma, Illes Balears, España",,https://grupojuandelgado.com/,4.8,14.0,es,Google reviews: 4.8* / 14,OPERATIONAL,"('real_estate_agency', 'home_goods_store', 'general_contractor', 'point_of_interest', 'store', 'establishment')",7006.0,+34667580693,+34667580693,,,success
Mallorca Mietbörse S.L. ,"Carrer del Vicari Joaquim Fuster, 105, Platja de Palma, 07006 Palma, Illes Balears, España",,https://www.mallorca-mietboerse.com/,4.8,69.0,es,Google reviews: 4.8* / 69,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,+34971796082,,doehne@mallorca-mietboerse.com,,success
VillaInvest,"C/ de Lluís Martí, 11, Llevant, 07006 Palma, Illes Balears, España",,http://www.villainvest.es/,4.3,12.0,es,Google reviews: 4.3* / 12,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7006.0,+34971598674,,info@villainvest.es,,success
Mallorca Gestión Inmobiliaria,"Avinguda d'Antoni Maura, 16, 07141 Marratxí, Illes Balears, España",+34696906733,https://www.mallorcagestion.com/,4.5,49.0,es,Google reviews: 4.5* / 49,OPERATIONAL,"('real_estate_agency', 'finance', 'point_of_interest', 'establishment')",7141.0,+34971902500,+34646001492-696906733,marratxi@mallorcagestion.com,,success
donpiso,"Career Nuredduna, 6, Llevant, 07006 Palma, Illes Balears, España",+34656790393,https://www.donpiso.com/,5.0,29.0,es,Google reviews: 5* / 29,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,+34933069090,+34911610008,info@donpiso.com,,success
GestPropiedad Ciudad Jardín,"Carrer del Cardenal Rossell, 26, Platja de Palma, 07007 Palma, Illes Balears, España",+34971778759,http://www.gestpropiedad.com/,4.6,398.0,es,Google reviews: 4.6* / 398,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7007.0,+34600886384,+34971237812,info@gestpropiedad.com,,success
Berkshire Hathaway HomeServices Nova Mallorca ( 07012 ),"Pg. de Mallorca, 14, A, Distrito Centro, 07012 Palma, Illes Balears, España",+34670615955,https://www.bhhsmallorca.com/,4.4,25.0,es,Google reviews: 4.4* / 25,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,+34912771071,+34934160145,info@bhhsmadrid.com,barcelona@bhhsbarcelona.com,success
Palmer Inmobiliaria,"Carrer del Vicari Joaquim Fuster, 251a, Platja de Palma, 07007 Palma, Illes Balears, España",+34971919712,https://palmerinmobiliaria.com/,4.9,37.0,es,Google reviews: 4.9* / 37,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7007.0,+34971240121,,hola@palmerinmobiliaria.es,,success
Eigentum Mallorca Immobilien,"Avinguda de ses Palmeres, 81, 07560 Sa Coma, Illes Balears, España",+34971810261,https://eigentum-mallorca.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=organicmap,4.3,24.0,es,Google reviews: 4.3* / 24,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7560.0,+3434971810261,+3434600978635,hola@eigentum-mallorca.es,,success
INMOBILIARIA EN MALLORCA,,,http://www.inmobiliariaenmallorca.com/,4.6,39.0,es,Google reviews: 4.6* / 39,OPERATIONAL,"('real_estate_agency', 'establishment')",,+34637020200,,info@inmobiliariaenmallorca.com,,success
Casa Nova Properties S.L.,"Avinguda del Rei Jaume I, 109, 07180 Santa Ponça, Illes Balears, España",,https://www.mallorcaimmobilien.com/,4.8,36.0,en,Google reviews: 4.8* / 36,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7180.0,+34971698076,,info@mallorcaimmobilien.com,,success
First Mallorca,"Pg. de Mallorca, 10, Centre, 07012 Palma, Illes Balears, España",+34871005800,https://www.firstmallorca.com/,4.2,44.0,es,Google reviews: 4.2* / 44,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7012.0,+34971007007,,,,success
DAHLER Mallorca Palma / Son Vida,"Pg. de Mallorca, 12, Centre, 07012 Palma, Illes Balears, España",,https://www.dahlercompany.com/de/mallorca/immobilienmakler/palma,4.7,12.0,de,Google reviews: 4.7* / 12,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7012.0,+34636844265,,palma@dahler.com,,success
PRIVILEGE-PROPERTY,,+34637861618,http://www.privilege-property.com/,4.6,9.0,es,Google reviews: 4.6* / 9,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,error: no webpage
First Mallorca Costa d'en Blanes,"Av. Tomàs Blanes Tolosa, 41, 07181 Costa d'en Blanes, Illes Balears, España",,https://www.firstmallorca.com/en/sales/costa-den-blanes-properties,4.0,51.0,es,Google reviews: 4* / 51,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7181.0,+34971007007,,,,success
DAHLER Mallorca Santanyí,"Plaça de sa Canal, 19, 07650 Santanyí, Illes Balears, España",+34649505127,http://www.dahler.com/santanyi,4.9,16.0,de,Google reviews: 4.9* / 16,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7650.0,+34871252196,,mallorca-southeast@dahler.com,,success
Coll aguilar. Inmobiliaria & galeria de arte,"Carrer del Call, 4, Centre, 07001 Palma, Illes Balears, España",,http://www.collaguilar.com/,3.9,9.0,es,Google reviews: 3.9* / 9,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7001.0,+34971712948,+34655283894,,,success
Inmopropiedad ,"Carrer de la Blatera, 32A, Llevant, 07198 Palma, Illes Balears, España",,http://www.inmopropiedad.com/,4.9,31.0,es,Google reviews: 4.9* / 31,OPERATIONAL,"('real_estate_agency', 'finance', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",7198.0,+34971773479,+34605370537,info@inmopropiedad.com,,success
Evamar Real Home ,"Carrer del Fluvià, 1, Llevant, 07009 Palma, Illes Balears, España",,http://www.evamar-rh.com/,5.0,38.0,es,Google reviews: 5* / 38,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7009.0,+34871185293,+34669530313,hola@evamar-realhome.com,,success
Mendopiso,"Carrer del Cardenal Rossell, 24, Platja de Palma, 07007 Palma, Illes Balears, España",,http://www.mendopiso.es/,4.3,45.0,es,Google reviews: 4.3* / 45,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7007.0,+34971902400,,direccion@mendopiso.es,,success
LAB Properties,"Carrer de la Blatera, 23A, Llevant, 07198 Palma, Illes Balears, España",,https://www.labproperties.es/,5.0,46.0,es,Google reviews: 5* / 46,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7198.0,+34644166761,,info@labproperties.es,,success
Finques RBJ,"Carrer del Cardenal Rossell, 60, Platja de Palma, 07007 Palma, Illes Balears, España",,http://www.finquesrbj.com/,4.9,98.0,es,Google reviews: 4.9* / 98,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7007.0,+34971745470,+34971745470,rbj@finquesrbj.com,,success
Cervantes Inmobiliaria,"Carrer de Bilbao, 14A, Platja de Palma, 07006 Palma, Illes Balears, España",,http://www.cervantesinmobiliaria.com/,4.4,10.0,es,Google reviews: 4.4* / 10,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,+34652454663,,cervantesinmo@gmail.com,,success
DE PRADA & MOYA Abogados ( 07007 ),"C. del Cardenal Rossell, 15, A, Playa de Palma, 07007 Palma, Illes Balears, España",+34617672105,http://www.depradamoya-realestate.com/,4.9,227.0,es,Google reviews: 4.9* / 227,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7007.0,+34971623516,+34638307085,,,success
Habitam Palma,,+34611518949,http://www.habitampalma.es/,5.0,39.0,es,Google reviews: 5* / 39,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,error:no contact information available
+34 MALLORCA REAL ESTATE,"Carrer de l'Alga, 9, Platja de Palma, 07006 Palma, Illes Balears, España",,http://34mallorca.com/,4.5,26.0,es,Google reviews: 4.5* / 26,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'general_contractor', 'establishment')",7006.0,+34971946902,+34673670909,info@34mallorca.com,,success
ENHABITAT PROPIEDADES,"Carrer del Ter, 27, 2º Planta, oficina 10, Levante, 07009 Palma, Illes Balears, España",,https://www.enhabitat.com/,5.0,8.0,es,Google reviews: 5* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7009.0,+34971570697,,,,success
Inmobiliaria Marianela Mateos,"Carrer del Fluvià, 1, Llevant, 07009 Palma, Illes Balears, España",,http://www.marianelamateos.com/,4.7,15.0,es,Google reviews: 4.7* / 15,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7009.0,+34639742551,,inmo.marianela@gmail.com,,success
Viviendas Jose Gómez,"Carrer de Pere Ripoll i Palou, 26, Llevant, 07008 Palma, Illes Balears, España",,http://www.viviendasjosegomez.es/,4.4,59.0,en,Google reviews: 4.4* / 59,OPERATIONAL,"('real_estate_agency', 'finance', 'point_of_interest', 'establishment')",7008.0,+34651982785,+34871946363,josegomez@viviendasjosegomez.es,,success
Studio 3 Properties,"C/ Aragó, 372, local C, Levante, 07008 Palma, Illes Balears, España",,http://www.studiotres2021.com/,4.6,37.0,es,Google reviews: 4.6* / 37,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7008.0,+34645865657,+34685379402,,,success
Espacio y Vida,"Carrer del Fluvià, 1, Mallorca Office - Planta Baja, Despacho 44, Llevant, 07009 Palma, Illes Balears, España",,http://espacioyvida.com/,4.6,18.0,es,Google reviews: 4.6* / 18,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7009.0,+34659555333,,hola@espacioyvida.com,,success
Unión confianza consultora ( UCC S.L.),"Carrer de Biniali, 5, Llevant, 07008 Palma, Illes Balears, España",,http://www.uccsl.com/contacto/,4.6,127.0,es,Google reviews: 4.6* / 127,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7008.0,+34971904141,+34678813456,gestion@uccsl.es,,success
AMG INMOBILIARIA,"AMG INMOBILIARIA, Camí de Sant Llatzet, 3, 07141 Es Pont d'Inca, Illes Balears, España",,https://www.amginmobiliaria.com/,4.1,164.0,es,Google reviews: 4.1* / 164,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7141.0,+34971601199,+34630815306,info@amginmobiliaria.com,espai@amginmobiliaria.com,success
Via Blava,"Carrer del Ter, 27, planta 2, oficina 7, Llevant, 07009 Palma, Illes Balears, España",,http://www.viablava.com/,4.2,30.0,ca,Google reviews: 4.2* / 30,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7009.0,+34871776688,+34615663782,info@viablava.com,,success
INMOBILIARIA PROINMOS,"Carrer del Fluvià, 1, Llevant, 07009 Palma, Illes Balears, España",,https://www.proinmos.com/,3.7,13.0,es,Google reviews: 3.7* / 13,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7009.0,+34665253621,,info@proinmos.com,,success
NEXEIMMO,"Career Nuredduna, 10, 2B, Llevant, 07006 Palma, Illes Balears, España",,http://www.nexeimmo.com/,4.7,14.0,es,Google reviews: 4.7* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,+34683156221,+34971963640,info@nexeimmo.com,,success
NEW HOME MALLORCA REAL ESTATE SL,,+34618391342,https://www.newhomemallorca.com/,5.0,9.0,es,Google reviews: 5* / 9,OPERATIONAL,"('real_estate_agency', 'establishment')",,+340034618391342,,,,success
SIM Inmobiliaria,"Plaça de la Sitja, 5, Nord, 07010 Palma, Illes Balears, España",,http://www.siminmobiliaria.es/,4.8,21.0,es,Google reviews: 4.8* / 21,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7010.0,+34656560198,+34655051355,info@siminmobiliaria.es,,success
La Real Inmobiliaria,"Avinguda del Císter, 13, Local, Nord, 07010 Es Secar de la Real, Illes Balears, España",,https://www.larealinmobiliaria.es/,3.6,12.0,es,Google reviews: 3.6* / 12,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7010.0,+34971234676,+34620951284,central@larealinmobiliaria.es,,success
Agencia Inmobiliaria Mir ( 07013 ),"Camí de Son Rapinya, 45A, Ponent, 07013 Sa Vileta-Son Rapinya, Illes Balears, España",,https://inmobiliariamir.es/,4.6,50.0,es,Google reviews: 4.6* / 50,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,+34971441396,+34971606489,arenal@inmobiliariamir.com,sonrapinya@inmobiliariamir.com,success
Casas de Mallorca,"Camí de Can Guillot, 35, Nord, 07010 Palma, Illes Balears, España",+34616667070,https://casasdemallorca.es/,4.4,17.0,es,Google reviews: 4.4* / 17,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7010.0,+34650118765,+34623537826,,,success
Easy Homes Grupo Inmobiliario,"Carrer de Pascual Ribot, 1, 07011 Palma, Illes Balears, España",,http://www.easyhomes.es/,4.1,54.0,es,Google reviews: 4.1* / 54,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7011.0,+34971079163,,,,success
Inmobiliaria La Vileta,"Camí dels Reis, 187, BJ, Ponent, 07013 Sa Vileta-Son Rapinya, Illes Balears, España",,https://www.inmobiliarialavileta.com/,3.9,87.0,es,Google reviews: 3.9* / 87,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,+34971793535,,info@inmobiliarialavileta.com,,success
Chic Mallorca Real Estate,"Carrer de Joan Crespí, 14, Ponent, 07014 Palma, Illes Balears, España",,http://www.chicmallorca.com/,4.7,130.0,es,Google reviews: 4.7* / 130,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7014.0,+34685989198,+34871713669,info@chicmallorca.com,,success
Neptunus International,"Pg. de Mallorca, 14, Centre, 07011 Palma, Illes Balears, España",+34971227626,http://www.neptunus-international.com/,4.7,42.0,es,Google reviews: 4.7* / 42,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7011.0,+340034971227626,,info@neptunus-international.com,,success
SkandiaMäklarna Mallorca,"Carrer Comte de Barcelona, 29 PB, Ponent, 07013 Palma, Illes Balears, España",,https://www.skandiamaklarna.com/sv/hitta-maklare/mallorca/,4.9,17.0,sv,Google reviews: 4.9* / 17,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,+46735083737,+34711032955,mallorca@skandiamaklarna.com,seth.forrester@skandiamaklarna.com,success
Ocean Seven Real Estate,"Carrer de Can Sales, 1, Centre, 07012 Palma, Illes Balears, España",,http://www.ocean-seven.com/,4.9,20.0,es,Google reviews: 4.9* / 20,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,+34634305876,,info@ocean-seven.com,,success
Gesteam Properties,"Pg. de Mallorca, 8, Entresuelo 1 B, Distrito Centro, 07012 Palma, Illes Balears, España",,http://www.gesteamproperties.com/,4.9,10.0,es,Google reviews: 4.9* / 10,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,+34871045671,+34663686347,,,success
Grupo FERRAN Mallorca ,"Pl. del Rei Joan Carles I, 3, 1º izq, Centre, 07012 Palma, Illes Balears, España",+34971712054,https://www.ferran.es/,4.5,15.0,es,Google reviews: 4.5* / 15,OPERATIONAL,"('real_estate_agency', 'finance', 'general_contractor', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",7012.0,+34936004800,+34914316033,info@ferran.es,,success
Pisos Mallorca,"Pg. de Mallorca, 18, entresuelo 2ºA, Distrito Centro, 07012 Palma, Illes Balears, España",,http://www.pisosmallorca.com/,4.3,24.0,es,Google reviews: 4.3* / 24,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,+34971222022,,info@pisosmallorca.com,,success
Kingsber Property Mallorca,"Calle Berenguer de Sant Joan 3bjs, Distrito Centro, 07012 Palma, Illes Balears, España",,http://www.kingsberproperty.com/,4.7,27.0,es,Google reviews: 4.7* / 27,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,+34659737330,,info@kingsberproperty.com,,success
S.A.E Real Estate,"Plaça de la Porta de Santa Catalina, 20, Centre, 07012 Palma, Illes Balears, España",+34604114919,http://www.sae-mallorca.com/,4.7,33.0,es,Google reviews: 4.7* / 33,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,,,,,"error: Transform failed, HTML does not have valid markup."
Casa Mia Real Estate SL,"Pg. de Mallorca, 18E, Centre, 07012 Palma, Illes Balears, España",+34971128392,http://casamia-mallorca.com/,5.0,30.0,es,Google reviews: 5* / 30,OPERATIONAL,"('real_estate_agency', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",7012.0,,,,,error:no webpage
5 ISLAS,"Carrer d'Avinyó, 2, Ponent, 07014 Palma, Illes Balears, España",,http://www.5islas.es/,4.7,53.0,es,Google reviews: 4.7* / 53,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,+34871571015,,info@5islas.es,,success
Fincas Cala Major,"Avinguda de Joan Miró, 275, Ponent, 07015 Palma, Illes Balears, España",+34971404077,http://fincascalamajor.com/,5.0,49.0,es,Google reviews: 5* / 49,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7015.0,(0034) 971 40 40 77,,info@fincascalamajor.com,,success
Inmobiliaria Film Houses,"Av. de Gabriel Roca, 35, 07014 Palma, Illes Balears, España",+34971222787,https://www.filmhouses.com/,4.9,48.0,es,Google reviews: 4.9* / 48,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,+34 971 222 787,,info@filmhouses.com,,success
Inmoluxy Real Estate Mallorca,"Avinguda de Sant Ferran, 41, 07013 Palma, Illes Balears, España",+34658701353,http://www.inmoluxy.com/,5.0,15.0,es,Google reviews: 5* / 15,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,+34668561123,+34679676422,info@inmoluxy.com,Pareja@borjagroup.es,success
INMO-LIVE HOMES,"Camí de Son Rapinya, 55, Ponent, 07013 Palma, Illes Balears, España",+34633076738,http://inmolivehomes.com/,5.0,54.0,es,Google reviews: 5* / 54,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,871 185 534,633 07 67 38,info@inmolivehomes.com,inmolivehomes@gmail.com,success
DURENDESA,"Av. de Gabriel Roca, 16, Ponent, 07014 Palma, Illes Balears, España",+34971906068,http://www.durendesa.com/,4.8,25.0,es,Google reviews: 4.8* / 25,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,+34 971 90 60 68,,info@durendesa.com,,success
Inmobiliaria Daynes,"Avinguda de Joan Miró, 354, Ponent, 07015 Palma, Illes Balears, España",+34971401900,http://www.inmobiliariadaynes.com/,4.3,6.0,es,Google reviews: 4.3* / 6,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7015.0,,,,,
MARCEL REMUS REAL ESTATE,"Camí de Gènova, 4, loc 4, Poniente, 07014 Palma, Illes Balears, España",+34971450019,http://www.marcelremus.com/,4.4,56.0,es,Google reviews: 4.4* / 56,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,,,,,
RE/MAX ROYAL,"Carrer d'Andrea Doria, 48, Bajos, Poniente, 07014 Palma, Illes Balears, España",+34634534888,http://www.remaxroyal.es/,5.0,42.0,es,Google reviews: 5* / 42,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,,,,,
Sageco,,+34650623856,http://www.sageco.es/,4.6,30.0,es,Google reviews: 4.6* / 30,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,
Richmallorca real estate,"Passeig Illetes, 16, 07181 ses Illetes, Illes Balears, España",+34685294911,https://richmallorca.com/,4.9,36.0,es,Google reviews: 4.9* / 36,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7181.0,,,,,
LJ Balearic Properties,,+34669672301,http://www.ljproperties.es/,4.8,11.0,es,Google reviews: 4.8* / 11,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,
El Terreno Immo,"Avinguda de Joan Miró, 82, Ponent, 07015 Palma, Illes Balears, España",+34971284026,http://www.el-terreno-immo.com/,4.1,23.0,en,Google reviews: 4.1* / 23,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7015.0,,,,,
KSA ESTATE MALLORCA,"Avinguda de Joan Miró, 348, Ponent, 07015 Palma, Illes Balears, España",+34971227810,http://www.ksa-estates.com/,4.3,6.0,es,Google reviews: 4.3* / 6,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7015.0,,,,,
Molier Estates,"Av. Joan Miró, 297, local 7, Poniente, 07015 Palma, Illes Balears, España",+34692068320,http://www.molierestates.com/,4.7,27.0,nl,Google reviews: 4.7* / 27,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7015.0,,,,,
MI LIVING PROPERTIES,"C/ de Saridakis, 3, Ponent, 07015 Palma, Illes Balears, España",+34695684948,https://www.milivingproperties.com/,5.0,7.0,en,Google reviews: 5* / 7,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7015.0,,,,,
Checkpoint Inmobiliaria,"Passeig Illetes, 85, 07181 ses Illetes, Illes Balears, España",+34627219958,https://www.checkpointinmo.com/,3.8,67.0,es,Google reviews: 3.8* / 67,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7181.0,,,,,
Oliver Mateu ( 07014 ),"Av. de Gabriel Roca, 3, planta baja, Ponent, 07014 Palma, Illes Balears, España",+34971222444,http://www.olivermateu.com/,3.9,46.0,es,Google reviews: 3.9* / 46,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,,,,,
Iconic Properties Mallorca,"Carrer de Son Armadans, Ponent, 07014 Palma, Illes Balears, España",+34685475120,https://www.iconicpropertiesmallorca.com/,5.0,9.0,es,Google reviews: 5* / 9,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,,,,,
ImmoConceptBalear,"Passeig Illetes, 4, 07181 ses Illetes, Illes Balears, España",+34693739566,http://www.immoconceptbalear.com/,5.0,7.0,de,Google reviews: 5* / 7,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7181.0,,,,,
Lucas Froese Real Estate,"Carrer de ses Eres, 4, 07200 Felanitx, Illes Balears, España",+34971092634,https://www.lucasfroeserealestate.com/,4.9,79.0,es,Google reviews: 4.9* / 79,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7200.0,,,,,
Mallorca Site,"Polígon Son Bugadelles, Carrer de les Illes Balears, 14, 07180 Santa Ponça, Illes Balears, España",+34971712165,http://www.mallorcasite.com/es,4.9,34.0,es,Google reviews: 4.9* / 34,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7180.0,,,,,
Inmobiliaria Mallorca ( 07180 ),"Carrer de Ramon de Montcada, 23, 07180 Santa Ponça, Illes Balears, España",+34971692763,https://www.inmobiliariamallorca-api.com/,3.3,13.0,es,Google reviews: 3.3* / 13,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7180.0,,,,,
YES MALLORCA PROPERTY,"Avinguda del Rei Jaume I, 109, 07180 Santa Ponça, Illes Balears, España",+34971695828,https://yes-mallorca-immobilien.de/,4.8,35.0,en,Google reviews: 4.8* / 35,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7180.0,,,,,
