name,address,international_phone_number,url,rating,reviews_count,language,comment
Inmobiliaria la Zalaya,"C. San Felipe, 2, 26280 Ezcaray, La Rioja, Spain",+34 680 18 87 58,https://www.lazalaya.com/,4.7,37.0,es,4.7 / 37
Prolux Internacional S L,"Casa Blanca Pol., 01300, Araba, Spain",+34 945 62 55 07,,5.0,1.0,es,5 / 1
Aransa Inmobiliaria y Gestión,"Pl. San Jerónimo Hermosilla, 30, 26250 Santo Domingo de la Calzada, La Rioja, Spain",+34 941 34 03 06,http://www.aransainmobiliaria.com/,4.0,2.0,es,4 / 2
Casa Rural Monte Real,"Carretera, s/n Español Nº de Registro CR-80, 26133 San Román de Cameros, La Rioja, Spain",+34 646 38 37 86,https://www.casaruralmontereal.com/,4.0,16.0,es,4 / 16
Alquileres Ezcaray,,+34 628 56 35 67,http://www.alquileresezcaray.com/,5.0,1.0,es,5 / 1
Inmobiliaria Yalde,"Carr. de Nájera, 6, 26313 Uruñuela, La Rioja, Spain",+34 639 72 84 75,http://www.inmobiliariayalde.es/,4.3,4.0,es,4.3 / 4
Venta pisos inmobiliaria Ezcaray,"C. Sagastía, 22, 26280 Ezcaray, La Rioja, Spain",+34 646 16 65 21,https://www.inmobiliariaezcaray.com/,4.8,20.0,en,4.8 / 20
Inmobiliaria Reyco,"Calle Mayor, 5 Calle Taranco nº 2 (Haro, Av. Portugal, nº 1, 26300 Logroño, La Rioja, Spain",+34 941 36 30 57,http://www.inmobiliariareyco.es/,4.3,54.0,es,4.3 / 54
La Zalaya S.C.,"C. San Felipe, 2, bajo, 26280 Ezcaray, La Rioja, Spain",+34 680 18 87 58,,,,es, / None
GESTIONES INMOBILIARIAS URBIÓN,"C. Torrecilla en Cameros, 13, 26008 Logroño, La Rioja, Spain",+34 616 58 13 24,,5.0,4.0,es,5 / 4
Grupo Inmobiliario Centrex Albelda,"7, 26120 Albelda de Iregua, La Rioja, Spain",+34 941 44 45 10,http://centrexalbelda.com/,3.3,7.0,es,3.3 / 7
INMOBILIARIA NAVARRETE,,+34 642 66 87 33,,,,es, / None
Asist San Francisco S L,"P.º de los Molinos, 2, 26250 Santo Domingo de la Calzada, La Rioja, Spain",+34 941 42 66 47,,,,es, / None
GESFORMA,"P.º Reina Sofia, 10, 42156 Molinos de Duero, Soria, Spain",+34 975 01 14 60,http://gesformagestion.com/,,,es, / None
Inmobiliaria Cofitor,"Carretera Soria Km., 9, Pol. Ind. El Juncal, 26120 Albelda de Iregua, La Rioja, Spain",+34 941 44 43 53,http://www.cofitor.com/,4.1,14.0,es,4.1 / 14
Samso Gestión y Alquiler De Viviendas Turísticas,"C. Estriva, 4, 3º D, 26280 Ezcaray, La Rioja, Spain",+34 653 12 96 33,https://www.loretosamso.com/,4.6,5.0,en,4.6 / 5
"ESI Gestión Y Servicios, S.L.U","C. Mercedes Mateo, 7, 26280 Ezcaray, La Rioja, Spain",+34 626 49 60 80,https://www.esigestionyservicios.com/,5.0,3.0,es,5 / 3
Inmobiliaria Fincas Álvaro,"C. San Fernando, nº 73, Bajo 5, 26300 Nájera, La Rioja, Spain",+34 941 36 22 55,http://fincasalvaro.com/,5.0,3.0,es,5 / 3
"Real Estate Toloño 2002, S.L.","Av. de la Paz, 20, 26230 Casalarreina, La Rioja, Spain",+34 941 32 42 61,http://www.inmobiliariatolono.es/,4.5,50.0,en,4.5 / 50
Motorhomes Burgos - ACBUR -,"Ctra. Vieja de Roa, s/n, 09195 Burgos, Spain",+34 947 29 59 87,http://www.autocaravanasburgos.com/,4.7,389.0,en,4.7 / 389
Inmobiliaria Herroal,"C. Mayor, 35, 09240 Briviesca, Burgos, Spain",+34 947 59 08 88,https://inmoherroal.es/,5.0,3.0,es,5 / 3
"Maderuelo, REAL STATE & SERVICES","Calle de Sta. María, 2, 40554 Maderuelo, Segovia, Spain",+34 650 90 64 46,,,,es, / None
spazioinmobiliarias,"Av. Miranda do Douro, 6, 09400 Aranda de Duero, Burgos, Spain",+34 620 23 25 82,http://spazioinmobiliarias.com/,3.0,18.0,es,3 / 18
AUTOCARAVANAS RIBERACARAVAN. Venta y alquiler Aranda de Duero,"C. Picote, 21, 09400 Aranda de Duero, Burgos, Spain",+34 947 51 68 05,http://www.riberacaravan.es/,5.0,54.0,es,5 / 54
cSa Servicios y gestión inmobiliarios,"Pl. Arco Isilla, 5, 1º 5, 09400 Aranda de Duero, Burgos, Spain",+34 679 85 57 18,,,,es, / None
Sotocur Inversiones,"C. Isilla, 3, 09400 Aranda de Duero, Burgos, Spain",+34 947 50 36 78,,,,es, / None
Juarros Property,"Spain, Burgos, Salas de los Infantes, ウルバニサシオン・ハルディン・デ・ロス・インファンテス 23",,,,,es, / None
Vive Burgos,,,https://viveburgos.es/,,,es, / None
InmoGL Soluciones Inmobiliarias Lerma (www.inmogl.com),"P.º de los Mesones, 22, 09340 Lerma, Burgos, Spain",+34 670 74 41 12,https://www.inmogl.com/,4.5,8.0,en,4.5 / 8
ALQUILER EN BURGOS,"C. Pozanos, 9, 09006 Burgos, Spain",+34 947 21 01 71,,,,es, / None
ApartamentosBurgosDeluxe,,+34 624 50 92 26,,,,es, / None
Gabitec,"Av. de Castilla y León, 14, 09006 Burgos, Spain",+34 947 24 45 42,http://www.gabitecsl.net/,2.9,12.0,es,2.9 / 12
"frosoin, s.l.","C. Cordón, 4, 09004 Burgos, Spain",+34 647 91 01 08,,,,es, / None
Ábaco Coworking Burgos | Hub empresarial | Centro de negocios,"Plaza Mayor, Calle del Almte. Bonifaz, 3, 09003 Burgos, Spain",+34 947 27 24 28,http://abacocentrodenegocios.es/,4.8,52.0,es,4.8 / 52
Brazacorta Gestión de Comercio S L,"C. San Juan, 23, 09490 Brazacorta, Burgos, Spain",+34 947 52 77 35,,,,es, / None
la onciaga cb,"carretera madrid irun km 232, 09195 Villagonzalo Pedernales, Burgos, Spain",+34 687 98 29 68,,,,es, / None
yamaytravel,"P.º Regino Sainz de la Maza, 09002 Burgos, Spain",+34 609 42 70 07,,2.4,14.0,es,2.4 / 14
A Tu Medida Despachos Profesionales,"C. San Pedro y San Felices, 41, 43, 09001 Burgos, Spain",+34 663 41 33 20,http://www.despachosatm.com/,3.0,2.0,es,3 / 2
Caravanas Burgos,"Polígono Industrial Villalonquejar, C. Condado de Treviño, 71, nave 10, 09001 Burgos, Spain",+34 647 72 73 63,,3.7,3.0,es,3.7 / 3
Caravanas Burgos,"Avenida Pedernales, 48 50, Alto La Varga, KM 234, 09195 Burgos, Spain",+34 674 93 10 04,,,,en, / None
Villa Surveyors,"Paseo de las Delicias, 100B, Arganzuela, 28045 Madrid, Spain",+34 620 09 40 33,https://villasurveyors.com/,5.0,58.0,en,5 / 58
TU VALOR SEGURO INMOBILIARIA,"Av. de Ntra. Sra. de Fátima, 91, Carabanchel, 28047 Madrid, Spain",+34 910 22 79 34,http://www.tuvalorseguro.es/,4.9,9.0,es,4.9 / 9
Tétris Madrid,"P.º de la Castellana, 79, Tetuán, 28046 Madrid, Spain",+34 662 40 92 55,https://www.tetris-db.com/,4.5,11.0,en,4.5 / 11
Tu Home Staging,,+34 615 12 18 87,https://www.tuhomestaging.com/,5.0,25.0,es,5 / 25
EDIFITASA | Arquitectura | Inmobiliaria | Construcción,"C. Chile, 10, 28290 Las Rozas de Madrid, Madrid, Spain",,https://www.edifitasa.com/,5.0,106.0,es,5 / 106
BUHUB SA40 Centro de negocios / Coworking,"C. Sta. Águeda, 40, 09003 Burgos, Spain",+34 641 02 41 92,https://buhub.es/,4.9,57.0,es,4.9 / 57
OtroSpot Espacios Multifuncionales,"Calle de la Colegiata, 13, Centro, 28012 Madrid, Spain",+34 624 69 56 42,http://www.salasmultifuncionalesotrospot.com/,4.9,66.0,es,4.9 / 66
EDIFITASA,"P.º de la Castellana, 91, Planta 4, Tetuán, 28046 Madrid, Spain",+34 913 07 61 07,http://www.edifitasa.com/,5.0,49.0,es,5 / 49
Casa Rural El Ciprés,"Paseo Romero de Cañas, 11, 09610 Santo Domingo de Silos, Burgos, Spain",+34 615 40 00 41,http://www.casaruralelcipresdesilos.es/,4.8,32.0,en,4.8 / 32
La Brújula - Tu Guía Inmobiliaria,"Av. Modesto Lafuente, 33, 34002 Palencia, Spain",+34 645 46 47 46,https://www.labrujulatuguiainmobiliaria.es/,5.0,286.0,es,5 / 286
Gestión Inmobiliaria de la Rúa,"Av. Modesto Lafuente, 5, 34002 Palencia, Spain",+34 979 70 00 50,http://inmobiliariadelarua.com/,4.7,44.0,es,4.7 / 44
SAN BRUNO INMOBILIARIA,"C. Sepúlveda, 40, 40320 Cantalejo, Segovia, Spain",+34 600 44 19 37,http://www.inmosanbruno.com/,4.9,125.0,en,4.9 / 125
Inmobiliaria Gómez Arroyo,"Pl. de San Lázaro, 4, 34001 Palencia, Spain",+34 609 89 49 39,https://www.gomezarroyoinmobiliaria.es/,4.4,14.0,es,4.4 / 14
MPE Gestión Inmobiliaria | MPE · interiorismo,,+34 677 37 62 37,https://www.mpeinteriorismo.com/,,,es, / None
Inmobiliaria Hispogar,"C. Mayor Principal, 4, 34001 Palencia, Spain",+34 607 07 70 97,http://www.hispogar.com/,3.9,66.0,es,3.9 / 66
Inmobiliaria Campo Grande Palencia,"C. Panaderas, 14, 34001 Palencia, Spain",+34 619 46 87 91,,3.3,134.0,es,3.3 / 134
Gescayon,"Av. Santander, 48-50, 34003 Palencia, Spain",+34 979 24 40 74,https://www.gescayon.com/,4.7,259.0,es,4.7 / 259
INGUCASA INMOBILIARIA,"Gil de Fuentes Nº 5 - Bj, 34001 Palencia, Spain",+34 979 74 74 21,http://www.ingucasa.es/,3.3,168.0,es,3.3 / 168
Marqués De San Felices,"C. Marqués de San Felices, 47155 Santovenia de Pisuerga, Valladolid, Spain",,,5.0,1.0,es,5 / 1
Pryconsa,"Gta. de Cuatro Caminos, 6, y 7, Tetuán, 28020 Madrid, Spain",+34 915 14 03 00,https://www.pryconsa.es/,3.0,176.0,es,3 / 176
Servicios Inmobiliarios Alfa 3C,"Sector Islas, 17, 28760 Tres Cantos, Madrid, Spain",+34 600 11 09 88,http://alfainmobiliaria3c.com/,4.9,37.0,es,4.9 / 37
INMOBILIARIA GUADALIX - TRES CANTOS,"Av. de los Labradores, 7, 28760 Tres Cantos, Madrid, Spain",+34 691 32 96 43,,3.7,3.0,es,3.7 / 3
WGI Inmobiliaria - Tres Cantos,"Sector de los Pueblos, 42, LOCAL 4, 28760 Tres Cantos, Madrid, Spain",+34 689 92 20 08,https://www.wgi.es/,4.9,204.0,es,4.9 / 204
Inmobiliaria Clubdomus,"C. José Sánchez Rubio, 3, 28250 Torrelodones, Madrid, Spain",+34 911 19 90 86,http://www.clubdomus.com/,2.9,14.0,en,2.9 / 14
Alfa San Fermin,"C. de la Mezquita, 34, Usera, 28041 Madrid, Spain",+34 915 00 11 74,,3.8,5.0,en,3.8 / 5
Alcalá García Inmobiliaria B.O.,"Av. Juan Carlos I, 17, bajo derecha, 42300 El Burgo de Osma, Soria, Spain",+34 690 27 23 88,http://www.alcalagarcia.com/,4.9,59.0,es,4.9 / 59
Alcalá García inmobiliaria S.E.,"Av. Valladolid, 94, BAJO, 42330 San Esteban de Gormaz, Soria, Spain",+34 690 27 23 88,http://www.alcalagarcia.com/,5.0,45.0,es,5 / 45
Desarrollo Tecnológico E Inmobiliario,"C. Nte. N, 2, 09660 Hontoria del Pinar, Burgos, Spain",+34 947 38 77 36,,5.0,1.0,es,5 / 1
CAJAL Gestión Inmobiliaria,"Av. del Dr. Antonio García Tapia, 19b, 40500 Riaza, Segovia, Spain",+34 625 62 49 82,https://www.rcajal.com/,4.6,121.0,es,4.6 / 121
Inmobiliaria Nueva Forma S.A.,"C. Julián Diez, 10, 34002 Palencia, Spain",+34 979 73 07 80,,5.0,1.0,es,5 / 1
Amador Pérez Paunero Construcciones Y Reformas S L,"C. Oscura, 1, 47175 Piña de Esgueva, Valladolid, Spain",+34 983 68 55 47,,5.0,2.0,es,5 / 2
Inmobiliaria Alvaclaus,"C. Médico Valentín Gil, 8, 40500 Riaza, Segovia, Spain",+34 654 82 65 72,https://alvaclaus.es/,4.3,3.0,es,4.3 / 3
Vesta Technologies Agency,,+34 684 72 59 88,,,,en, / None
"Grupo Wayne 2019, S.l.","Pl. de la Inmaculada, 5, 34001 Palencia, Spain",+34 619 70 31 72,http://www.inmobiliaria-wayne.com/,4.5,2.0,es,4.5 / 2
Adaix Tu Hogar,"C. Eras del Bosque, 1A, 34003 Palencia, Spain",+34 635 11 59 51,http://www.tuhogar.adaix.com/,4.9,76.0,es,4.9 / 76
POLIGONO INDUSTRIAL MADRIGAL DEL MONTE,"Calle Sector 1, 7, 09320 Burgos, Spain",+34 947 17 31 00,https://sueloytechoindustrial.sodebur.es/pi-madrigal-del-monte,,,es, / None
Top House,"34001 Palencia, Spain",,,,,es, / None
ASESORÍA SAHUQUILLO,"C. San Gregorio, 12, 09400 Aranda de Duero, Burgos, Spain",+34 947 50 90 30,http://www.asahuquillo.com/,4.4,17.0,es,4.4 / 17
AMSOMA Asesoría Fiscal Agraria S.L.,"Av. Miranda do Douro, 09400 Aranda de Duero, Burgos, Spain",+34 947 50 58 14,http://amsoma.com/,5.0,1.0,es,5 / 1
Wellhomes Tres Cantos,"Av. de España, 3, 28760 Tres Cantos, Madrid, Spain",+34 910 30 80 34,https://www.wellhomes.es/tres-cantos/,,,es, / None
Tzb Global Services,"Sector Oficios, 5, 28760 Tres Cantos, Madrid, Spain",+34 609 00 42 32,http://tzb.es/,5.0,1.0,es,5 / 1
B2V InmobiliariA - TRES CANTOS,"C. de la Amapola, 3, 28760 Tres Cantos, Madrid, Spain",+34 608 48 19 56,https://www.b2vinmobiliaria.com/,,,es, / None
Feronia Home,"Monte los Cortos, 205, 40312 Duruelo, Segovia, Spain",+34 675 30 08 06,https://feroniahome.es/,5.0,61.0,es,5 / 61
Pisos Casas Locales,"C. San Pablo, 23, 09002 Burgos, Spain",,http://www.pisos.com/,4.0,2.0,es,4 / 2
Redpiso,"Sector Pintores, 3, 28760 Tres Cantos, Madrid, Spain",+34 918 26 60 30,https://www.redpiso.es/oficina/inmobiliaria-tres-cantos/venta,4.7,211.0,es,4.7 / 211
Bjurfors,"CC La Mosca, local 4, 03189 Orihuela Costa, Alicante, Spain",+34 965 32 85 46,https://www.bjurfors.se/sv/utland/spanien/maklare-i-spanien/torrevieja/?utm_source=google_location&utm_medium=organic&utm_campaign=pinmetoo&utm_term=torrevieja,4.7,72.0,en,4.7 / 72
Bjurfors,"C. el Barrio, 57, 29780 Nerja, Málaga, Spain",+34 656 88 16 89,https://www.bjurfors.se/sv/utland/spanien/maklare-i-spanien/nerja/?utm_source=google_location&utm_medium=organic&utm_campaign=pinmetoo&utm_term=nerja,4.9,30.0,en,4.9 / 30
Leganés Real Estate REDPISO Zarzaquemada,"Av. Rey Juan Carlos I, 31, 28915 Leganés, Madrid, Spain",+34 911 19 13 60,https://www.redpiso.es/oficina/inmobiliaria-leganes-zarzaquemada/venta,4.7,157.0,en,4.7 / 157
HSB House - Inmobiliaria en Tres Cantos,"Av de Castilla y León, 11, portal 2, piso 2, puerta A, 28760 Tres Cantos, Madrid, Spain",+34 685 92 32 75,https://hsbhouse.es/,4.3,12.0,es,4.3 / 12
Antu Consultores Inmobiliarios,"Av. Bilbao, 5, 09500 Medina de Pomar, Burgos, Spain",+34 947 19 11 22,,3.8,92.0,es,3.8 / 92
Inmart Inmobiliaria,"Av. Bilbao, 3, 09500 Medina de Pomar, Burgos, Spain",+34 947 14 70 80,https://inmobiliariainmart.com/,4.4,67.0,es,4.4 / 67
Inmobiliaria Gabriel Fernández,"Av. de Santander, 4, 09500 Medina de Pomar, Burgos, Spain",+34 947 14 74 00,http://gabrielfernandezarquitecto.com/agencia-inmobiliaria-en-medina-de-pomar/,4.4,12.0,es,4.4 / 12
INMOBILIARIA BRAVO,"Av. Burgos, 9, 09500 Medina de Pomar, Burgos, Spain",+34 947 14 71 01,http://www.inmobiliariabravo.es/,4.5,89.0,es,4.5 / 89
INMOBILIARIA GARAY,"Av. Bilbao, 1, bajo, 09500 Medina de Pomar, Burgos, Spain",+34 947 19 18 05,http://www.inmobiliariagaray.com/,3.4,138.0,es,3.4 / 138
INMOBILIARIA NERVION,"Av. de Santander, 3, Bajo, 09500 Medina de Pomar, Burgos, Spain",+34 947 19 12 01,http://www.inmobiliarianervion.es/,3.4,23.0,es,3.4 / 23
Inmobiliaria VillaSana & UribeCasa,"Calle de, C. Eladio Bustamante, 18, 09580 Villasana de Mena, Burgos, Spain",+34 947 14 13 38,http://www.inmobiliariavillasana.com/,4.7,104.0,en,4.7 / 104
Ordunte Inmobiliaria Villasana,"Pl. San Antonio, 1, 09580 Villasana de Mena, Burgos, Spain",+34 944 00 83 11,https://www.ordunte.com/,4.8,161.0,es,4.8 / 161
Inmobiliaria Demena,"Calle del Medio, 34, 09580 Villasana de Mena, Burgos, Spain",+34 947 14 10 12,http://www.inmobiliariademena.com/,3.9,18.0,es,3.9 / 18
Promociones y construcciones INMOGUIAR S.L.,"C. Velázquez, nº8, 09500 Medina de Pomar, Burgos, Spain",+34 947 14 76 17,http://www.inmoguiar.es/,4.8,4.0,es,4.8 / 4
INMOBILIARIA MORADILLO,"Av. de Santander, 30, bajo, 09500 Medina de Pomar, Burgos, Spain",+34 650 95 00 00,,5.0,2.0,es,5 / 2
INNOVACASA NORTE,"Av. Bilbao, 11, 09500 Medina de Pomar, Burgos, Spain",+34 666 25 24 04,https://innovacasanorte.com/,,,es, / None
Guprisa,"Av. Castilla la Vieja, 0, 09500 Medina de Pomar, Burgos, Spain",+34 947 19 15 52,,,,es, / None
Gabriel Fernández Peña,"Av. Bilbao, KM 24, 5, 09500 Medina de Pomar, Burgos, Spain",+34 947 14 71 00,http://www.gabrielfernandezarquitecto.es/,4.2,21.0,es,4.2 / 21
INMOBILIARIA SERQUIMPE,"C. San Roque, Santo Domingo de la Calzada, La Rioja, Spain",,,,,es, / None
San Ignacio Administración de Inmuebles,"Pl. Mayor, 20, 09550 Villarcayo, Burgos, Spain",+34 947 60 05 52,https://san-ignacio.es/,3.4,5.0,es,3.4 / 5
Carpin Estudio De Arquitectura E Inmobiliaria,"C. Sta. Marina, 4, 09550 Villarcayo, Burgos, Spain",+34 669 31 90 13,,5.0,1.0,es,5 / 1
INMOBILIARIA BUSTAMANTE,"C. Nuño Rasura, 1, 09550 Villarcayo, Burgos, Spain",+34 667 75 20 68,http://www.villarcayo.net/patrocinadores/bustamante.htm,1.0,1.0,es,1 / 1
Inmobillaria El Soto,"09550 Villarcayo, Burgos, Spain",,,,,es, / None
INMOBILIARIA JM CARPINTERO,"C. Sta. Marina, 6, 09550 Villarcayo, Burgos, Spain",+34 947 13 17 97,,,,es, / None
Gescor,"C. Calvo Sotelo, 11, Bajo, 09550 Villarcayo, Burgos, Spain",+34 947 13 60 32,https://gescor.es/,3.0,2.0,es,3 / 2
Erlantz Inmobiliaria,"Los Fueros Plaza, 3, 48800 Balmaseda, Bizkaia, Spain",+34 691 50 10 97,https://erlantzinmobiliaria.com/,5.0,163.0,en,5 / 163
Olatz inmobiliaria / gestion herencias/ venta de inmuebles / alquiler de inmuebles /gestion de patrimonio,"San Severino Pl., 14, 48800 Balmaseda, Vizcaya, Spain",+34 659 65 12 01,http://www.olatzinmobiliaria.es/,4.2,162.0,es,4.2 / 162
RentitUP Housing Experience,,+34 975 08 00 11,https://rentitup.es/,4.1,111.0,en,4.1 / 111
Oficinas y Locales en alquiler Palaghim S.L,"Carretera Madrid - Irún 238 (Poligono Taglosa, Nave 168B, 09001 Burgos, Spain",+34 629 72 70 47,,,,es, / None
SIN FRONTERAS Agencia De Viajes,"Bda. Juan XXIII, 4, 09007 Burgos, Spain",+34 607 62 86 81,http://www.sinfronterastravel.es/,5.0,40.0,es,5 / 40
