,name,address,maps_phone,url,rating,reviews_count,language,comment,business_status,types,zip_code,phone_1,phone_2,e-mail_1,e-mail_2,message
118,Cervantes Inmobiliaria,"Carrer de Bilbao, 14A, Platja de Palma, 07006 Palma, Illes Balears, España",652454663,http://www.cervantesinmobiliaria.com/,4.4,10.0,es,Google reviews: 4.4* / 10,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,652454663,,,,success
119,DE PRADA & MOYA Abogados ( 07007 ),"C. del Cardenal Rossell, 15, A, Playa de Palma, 07007 Palma, Illes Balears, España",617672105,http://www.depradamoya-realestate.com/,4.9,227.0,es,Google reviews: 4.9* / 227,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7007.0,971623516,638307085,,,success
120,Habitam Palma,,611518949,http://www.habitampalma.es/,5.0,39.0,es,Google reviews: 5* / 39,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,error:no contact info found
121,+34 MALLORCA REAL ESTATE,"Carrer de l'Alga, 9, Platja de Palma, 07006 Palma, Illes Balears, España",673670909,http://34mallorca.com/,4.5,26.0,es,Google reviews: 4.5* / 26,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'general_contractor', 'establishment')",7006.0,971946902,673670909,,,success
122,ENHABITAT PROPIEDADES,"Carrer del Ter, 27, 2º Planta, oficina 10, Levante, 07009 Palma, Illes Balears, España",971570697,https://www.enhabitat.com/,5.0,8.0,es,Google reviews: 5* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7009.0,971570697,,,,success
123,Inmobiliaria Marianela Mateos,"Carrer del Fluvià, 1, Llevant, 07009 Palma, Illes Balears, España",639742551,http://www.marianelamateos.com/,4.7,15.0,es,Google reviews: 4.7* / 15,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7009.0,639742551,,,,success
124,Viviendas Jose Gómez,"Carrer de Pere Ripoll i Palou, 26, Llevant, 07008 Palma, Illes Balears, España",651982785,http://www.viviendasjosegomez.es/,4.4,59.0,en,Google reviews: 4.4* / 59,OPERATIONAL,"('real_estate_agency', 'finance', 'point_of_interest', 'establishment')",7008.0,871946363,,,,success
125,Studio 3 Properties,"C/ Aragó, 372, local C, Levante, 07008 Palma, Illes Balears, España",645865657,http://www.studiotres2021.com/,4.6,37.0,es,Google reviews: 4.6* / 37,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7008.0,645865657,,,,success
126,Espacio y Vida,"Carrer del Fluvià, 1, Mallorca Office - Planta Baja, Despacho 44, Llevant, 07009 Palma, Illes Balears, España",659555333,http://espacioyvida.com/,4.6,18.0,es,Google reviews: 4.6* / 18,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7009.0,659555333,,,,success
127,Unión confianza consultora ( UCC S.L.),"Carrer de Biniali, 5, Llevant, 07008 Palma, Illes Balears, España",971904141,http://www.uccsl.com/contacto/,4.6,127.0,es,Google reviews: 4.6* / 127,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7008.0,,,,,error:no contact info found
128,AMG INMOBILIARIA,"AMG INMOBILIARIA, Camí de Sant Llatzet, 3, 07141 Es Pont d'Inca, Illes Balears, España",971601199,https://www.amginmobiliaria.com/,4.1,164.0,es,Google reviews: 4.1* / 164,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7141.0,630815306,971601199,,,success
129,Via Blava,"Carrer del Ter, 27, planta 2, oficina 7, Llevant, 07009 Palma, Illes Balears, España",871776688,http://www.viablava.com/,4.2,30.0,ca,Google reviews: 4.2* / 30,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7009.0,871776688,615663782,,,success
130,INMOBILIARIA PROINMOS,"Carrer del Fluvià, 1, Llevant, 07009 Palma, Illes Balears, España",665253621,https://www.proinmos.com/,3.7,13.0,es,Google reviews: 3.7* / 13,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7009.0,,,,,error:no contact info found
131,NEXEIMMO,"Career Nuredduna, 10, 2B, Llevant, 07006 Palma, Illes Balears, España",971963640,http://www.nexeimmo.com/,4.7,14.0,es,Google reviews: 4.7* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,683156221,971963640,,,success
132,NEW HOME MALLORCA REAL ESTATE SL,,618391342,https://www.newhomemallorca.com/,5.0,9.0,es,Google reviews: 5* / 9,OPERATIONAL,"('real_estate_agency', 'establishment')",,0034618391342,,,,success
133,SIM Inmobiliaria,"Plaça de la Sitja, 5, Nord, 07010 Palma, Illes Balears, España",656560198,http://www.siminmobiliaria.es/,4.8,21.0,es,Google reviews: 4.8* / 21,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7010.0,656560198,,,,success
134,La Real Inmobiliaria,"Avinguda del Císter, 13, Local, Nord, 07010 Es Secar de la Real, Illes Balears, España",971234676,https://www.larealinmobiliaria.es/,3.6,12.0,es,Google reviews: 3.6* / 12,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7010.0,971234676,620951284,,,success
135,Agencia Inmobiliaria Mir ( 07013 ),"Camí de Son Rapinya, 45A, Ponent, 07013 Sa Vileta-Son Rapinya, Illes Balears, España",971606489,https://inmobiliariamir.es/,4.6,50.0,es,Google reviews: 4.6* / 50,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,971441396,,,,success
136,Casas de Mallorca,"Camí de Can Guillot, 35, Nord, 07010 Palma, Illes Balears, España",616667070,https://casasdemallorca.es/,4.4,17.0,es,Google reviews: 4.4* / 17,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7010.0,650118765,623537826,,,success
137,Easy Homes Grupo Inmobiliario,"Carrer de Pascual Ribot, 1, 07011 Palma, Illes Balears, España",971079163,http://www.easyhomes.es/,4.1,54.0,es,Google reviews: 4.1* / 54,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7011.0,971079163,,,,success
138,Inmobiliaria La Vileta,"Camí dels Reis, 187, BJ, Ponent, 07013 Sa Vileta-Son Rapinya, Illes Balears, España",971793535,https://www.inmobiliarialavileta.com/,3.9,87.0,es,Google reviews: 3.9* / 87,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,971793535,,,,success
139,Chic Mallorca Real Estate,"Carrer de Joan Crespí, 14, Ponent, 07014 Palma, Illes Balears, España",685989198,http://www.chicmallorca.com/,4.7,130.0,es,Google reviews: 4.7* / 130,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7014.0,685989198,,,,success
140,Neptunus International,"Pg. de Mallorca, 14, Centre, 07011 Palma, Illes Balears, España",971227626,http://www.neptunus-international.com/,4.7,42.0,es,Google reviews: 4.7* / 42,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7011.0,,,,,
141,SkandiaMäklarna Mallorca,"Carrer Comte de Barcelona, 29 PB, Ponent, 07013 Palma, Illes Balears, España",+46735083737,https://www.skandiamaklarna.com/sv/hitta-maklare/mallorca/,4.9,17.0,sv,Google reviews: 4.9* / 17,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,,,,,
142,Ocean Seven Real Estate,"Carrer de Can Sales, 1, Centre, 07012 Palma, Illes Balears, España",634305876,http://www.ocean-seven.com/,4.9,20.0,es,Google reviews: 4.9* / 20,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,,,,,
143,Gesteam Properties,"Pg. de Mallorca, 8, Entresuelo 1 B, Distrito Centro, 07012 Palma, Illes Balears, España",871045671,http://www.gesteamproperties.com/,4.9,10.0,es,Google reviews: 4.9* / 10,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,,,,,
144,Grupo FERRAN Mallorca ,"Pl. del Rei Joan Carles I, 3, 1º izq, Centre, 07012 Palma, Illes Balears, España",971712054,https://www.ferran.es/,4.5,15.0,es,Google reviews: 4.5* / 15,OPERATIONAL,"('real_estate_agency', 'finance', 'general_contractor', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",7012.0,,,,,
145,Pisos Mallorca,"Pg. de Mallorca, 18, entresuelo 2ºA, Distrito Centro, 07012 Palma, Illes Balears, España",971222022,http://www.pisosmallorca.com/,4.3,24.0,es,Google reviews: 4.3* / 24,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,,,,,
146,Kingsber Property Mallorca,"Calle Berenguer de Sant Joan 3bjs, Distrito Centro, 07012 Palma, Illes Balears, España",659737330,http://www.kingsberproperty.com/,4.7,27.0,es,Google reviews: 4.7* / 27,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,,,,,
147,S.A.E Real Estate,"Plaça de la Porta de Santa Catalina, 20, Centre, 07012 Palma, Illes Balears, España",604114919,http://www.sae-mallorca.com/,4.7,33.0,es,Google reviews: 4.7* / 33,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,,,,,
148,Casa Mia Real Estate SL,"Pg. de Mallorca, 18E, Centre, 07012 Palma, Illes Balears, España",971128392,http://casamia-mallorca.com/,5.0,30.0,es,Google reviews: 5* / 30,OPERATIONAL,"('real_estate_agency', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",7012.0,,,,,
149,5 ISLAS,"Carrer d'Avinyó, 2, Ponent, 07014 Palma, Illes Balears, España",871571015,http://www.5islas.es/,4.7,53.0,es,Google reviews: 4.7* / 53,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,,,,,
150,Fincas Cala Major,"Avinguda de Joan Miró, 275, Ponent, 07015 Palma, Illes Balears, España",971404077,http://fincascalamajor.com/,5.0,49.0,es,Google reviews: 5* / 49,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7015.0,,,,,
151,Inmobiliaria Film Houses,"Av. de Gabriel Roca, 35, 07014 Palma, Illes Balears, España",971222787,https://www.filmhouses.com/,4.9,48.0,es,Google reviews: 4.9* / 48,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,,,,,
152,Inmoluxy Real Estate Mallorca,"Avinguda de Sant Ferran, 41, 07013 Palma, Illes Balears, España",658701353,http://www.inmoluxy.com/,5.0,15.0,es,Google reviews: 5* / 15,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,,,,,
153,INMO-LIVE HOMES,"Camí de Son Rapinya, 55, Ponent, 07013 Palma, Illes Balears, España",633076738,http://inmolivehomes.com/,5.0,54.0,es,Google reviews: 5* / 54,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,,,,,
154,DURENDESA,"Av. de Gabriel Roca, 16, Ponent, 07014 Palma, Illes Balears, España",971906068,http://www.durendesa.com/,4.8,25.0,es,Google reviews: 4.8* / 25,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,,,,,
155,Inmobiliaria Daynes,"Avinguda de Joan Miró, 354, Ponent, 07015 Palma, Illes Balears, España",971401900,http://www.inmobiliariadaynes.com/,4.3,6.0,es,Google reviews: 4.3* / 6,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7015.0,,,,,
156,MARCEL REMUS REAL ESTATE,"Camí de Gènova, 4, loc 4, Poniente, 07014 Palma, Illes Balears, España",971450019,http://www.marcelremus.com/,4.4,56.0,es,Google reviews: 4.4* / 56,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,,,,,
157,RE/MAX ROYAL,"Carrer d'Andrea Doria, 48, Bajos, Poniente, 07014 Palma, Illes Balears, España",634534888,http://www.remaxroyal.es/,5.0,42.0,es,Google reviews: 5* / 42,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,,,,,
158,Sageco,,650623856,http://www.sageco.es/,4.6,30.0,es,Google reviews: 4.6* / 30,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,
159,Richmallorca real estate,"Passeig Illetes, 16, 07181 ses Illetes, Illes Balears, España",685294911,https://richmallorca.com/,4.9,36.0,es,Google reviews: 4.9* / 36,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7181.0,,,,,
160,LJ Balearic Properties,,669672301,http://www.ljproperties.es/,4.8,11.0,es,Google reviews: 4.8* / 11,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,
161,El Terreno Immo,"Avinguda de Joan Miró, 82, Ponent, 07015 Palma, Illes Balears, España",971284026,http://www.el-terreno-immo.com/,4.1,23.0,en,Google reviews: 4.1* / 23,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7015.0,,,,,
162,KSA ESTATE MALLORCA,"Avinguda de Joan Miró, 348, Ponent, 07015 Palma, Illes Balears, España",971227810,http://www.ksa-estates.com/,4.3,6.0,es,Google reviews: 4.3* / 6,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7015.0,,,,,
163,Molier Estates,"Av. Joan Miró, 297, local 7, Poniente, 07015 Palma, Illes Balears, España",692068320,http://www.molierestates.com/,4.7,27.0,nl,Google reviews: 4.7* / 27,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7015.0,,,,,
164,MI LIVING PROPERTIES,"C/ de Saridakis, 3, Ponent, 07015 Palma, Illes Balears, España",695684948,https://www.milivingproperties.com/,5.0,7.0,en,Google reviews: 5* / 7,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7015.0,,,,,
165,Checkpoint Inmobiliaria,"Passeig Illetes, 85, 07181 ses Illetes, Illes Balears, España",627219958,https://www.checkpointinmo.com/,3.8,67.0,es,Google reviews: 3.8* / 67,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7181.0,,,,,
166,Oliver Mateu ( 07014 ),"Av. de Gabriel Roca, 3, planta baja, Ponent, 07014 Palma, Illes Balears, España",971222444,http://www.olivermateu.com/,3.9,46.0,es,Google reviews: 3.9* / 46,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,,,,,
167,Iconic Properties Mallorca,"Carrer de Son Armadans, Ponent, 07014 Palma, Illes Balears, España",685475120,https://www.iconicpropertiesmallorca.com/,5.0,9.0,es,Google reviews: 5* / 9,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,,,,,
168,ImmoConceptBalear,"Passeig Illetes, 4, 07181 ses Illetes, Illes Balears, España",693739566,http://www.immoconceptbalear.com/,5.0,7.0,de,Google reviews: 5* / 7,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7181.0,,,,,
169,Lucas Froese Real Estate,"Carrer de ses Eres, 4, 07200 Felanitx, Illes Balears, España",971092634,https://www.lucasfroeserealestate.com/,4.9,79.0,es,Google reviews: 4.9* / 79,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7200.0,,,,,
170,Mallorca Site,"Polígon Son Bugadelles, Carrer de les Illes Balears, 14, 07180 Santa Ponça, Illes Balears, España",971712165,http://www.mallorcasite.com/es,4.9,34.0,es,Google reviews: 4.9* / 34,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7180.0,,,,,
171,Inmobiliaria Mallorca ( 07180 ),"Carrer de Ramon de Montcada, 23, 07180 Santa Ponça, Illes Balears, España",971692763,https://www.inmobiliariamallorca-api.com/,3.3,13.0,es,Google reviews: 3.3* / 13,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7180.0,,,,,
172,YES MALLORCA PROPERTY,"Avinguda del Rei Jaume I, 109, 07180 Santa Ponça, Illes Balears, España",971695828,https://yes-mallorca-immobilien.de/,4.8,35.0,en,Google reviews: 4.8* / 35,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7180.0,,,,,
173,INMOBILIARIA TOÑI RUIZ,"Carrer, Via Mallorca, nº 9, 07590 Cala Rajada, Illes Balears, España",971566654,http://www.toniruiz.com/,4.6,47.0,en,Google reviews: 4.6* / 47,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7590.0,,,,,
174,First Mallorca Andratx,"Av. Mateo Bosch, 5, 07157 Port d'Andratx, Illes Balears, España",971698888,https://www.firstmallorca.com/en/sales/andratx-properties,3.7,13.0,es,Google reviews: 3.7* / 13,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7157.0,,,,,
175,FIRST Inmobiliaria,"Edif. Sa Carroca Park, Carretera de Ibiza a San José, Km 0.9, 07817 San Jordi, Illes Balears, España",971197830,http://www.real-estate-ibiza.com/,4.7,10.0,es,Google reviews: 4.7* / 10,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7817.0,,,,,
176,Home Menorca ,"Carrer de l'Àngel, 25, 07703 Maó, Illes Balears, España",971357070,http://www.homemenorca.com/,4.7,58.0,es,Google reviews: 4.7* / 58,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,,,,,
177,Sandberg Estates,"Carrer Garcilaso de la Vega, 1, Local 5, 07181 Portals Nous, Illes Balears, España",871853907,https://sandberg-estates.com/,4.9,52.0,es,Google reviews: 4.9* / 52,OPERATIONAL,"('real_estate_agency', 'consultant', 'general_contractor', 'point_of_interest', 'establishment')",7181.0,,,,,
178,LLH Solucions Immobiliàries,"Carrer de la Pursiana, 24, Ponent, 07013 Palma, Illes Balears, España",667561359,http://llhsolucionsimmobiliaries.com/,4.8,14.0,es,Google reviews: 4.8* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,,,,,
179,ELEVENHOMES,"Av. de Gabriel Roca, 14, local B, 07014 Palma, Illes Balears, España",667648413,http://elevenhomes.com/,4.8,25.0,es,Google reviews: 4.8* / 25,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7014.0,,,,,
180,Casas Mallorca,"Carrer de sa Lluna, 41, 07100 Sóller, Illes Balears, España",971638011,http://www.casasmallorca.com/,4.2,14.0,es,Google reviews: 4.2* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,,,,,
181,Buy a Home Mallorca ( 07006 ),"Carrer de Joan Nicolau i Barceló, 23, Platja de Palma, 07006 Palma, Illes Balears, España",971247276,http://www.buyahomemallorca.com/,4.7,22.0,sv,Google reviews: 4.7* / 22,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,,,,,
182,Servicasa Baleares,"Gremi des Fusters, 33, Local 2, Nord, 07009 Palma, Illes Balears, España",871244659,http://www.servicasabaleares.com/,5.0,26.0,es,Google reviews: 5* / 26,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7009.0,,,,,
183,Tresidence Servicios Inmobiliarios,"Camí de la Cabana, 24, 07141 Marratxí, Illes Balears, España",656307517,https://tresidence.es/,5.0,19.0,es,Google reviews: 5* / 19,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7141.0,,,,,
184,Minkner & Bonitz Mallorca Immobilien,"Avinguda del Rei Jaume I, 109, 07180 Santa Ponça, Illes Balears, España",971695255,https://www.minkner.com/,4.5,31.0,es,Google reviews: 4.5* / 31,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7180.0,,,,,
185,+QPISOS,,668570480,https://www.qpisos.com/,5.0,13.0,es,Google reviews: 5* / 13,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,
186,House in Mallorca,,659555670,https://www.houseinmallorca.com/,4.8,6.0,es,Google reviews: 4.8* / 6,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,
187,Grup Rebassa,"Carrer de General Weyler, 49, 07141 Pla de na Tesa, Illes Balears, España",971794959,http://www.gruprebassa.com/,4.8,43.0,es,Google reviews: 4.8* / 43,OPERATIONAL,"('real_estate_agency', 'electrician', 'general_contractor', 'consultant', 'point_of_interest', 'establishment')",7141.0,,,,,
188,Arenal Invest CB,"Carrer Bartomeu Oliver de Can Tunis, 24, Llevant, 07198 Son Ferriol, Illes Balears, España",680492738,https://www.arenal-invest.com/,4.9,13.0,es,Google reviews: 4.9* / 13,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7198.0,,,,,
189,Ecoquantic Grup Inmobiliaria,"Carrer Can Mas, 4, 07141 Pla de na Tesa, Illes Balears, España",971416916,http://www.ecoquanticgrup.com/,4.7,37.0,es,Google reviews: 4.7* / 37,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7141.0,,,,,
190,GestPropiedad Sant Jordi,"Carrer Neira, 23, Llevant, 07199 Palma, Illes Balears, España",971742908,https://gestpropiedad.com/santjordi,4.8,58.0,es,Google reviews: 4.8* / 58,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7199.0,,,,,
191,Grupo Milana,"Camí de Muntanya, 10, 07141 Poligono Industrial de Marratxi, Illes Balears, España",971725782,http://www.grupomilana.com/,5.0,9.0,es,Google reviews: 5* / 9,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7141.0,,,,,
192,INMOBILIARIA SOLIDARIA,"Carrer Licorers, pol 2 b, 07141 Es Pont d'Inca, Illes Balears, España",678412913,https://www.facebook.com/inmobiliariasolidariasl,4.6,17.0,es,Google reviews: 4.6* / 17,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7141.0,,,,,
193,Fincas Molina,"Carrer de les Illes Pitiüses, 11, Platja de Palma, 07007 Palma, Illes Balears, España",971909565,https://www.fincasmolina.com/,3.4,15.0,es,Google reviews: 3.4* / 15,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7007.0,,,,,
194,Gestión Inmobiliaria JMA (Baleares),,633518792,http://www.gestioninmobiliariajma.com/,4.9,38.0,es,Google reviews: 4.9* / 38,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,
195,Isla Bonita Mallorca Gestión Inmobiliaria,,611165241,http://www.islabonitamallorca.com/,5.0,7.0,es,Google reviews: 5* / 7,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,
196,Living Blue Mallorca  ( 07320 ),"Plaça Hostals, 8, 07320 Santa Maria del Camí, Illes Balears, España",971510609,https://www.livingblue-mallorca.com/,5.0,174.0,es,Google reviews: 5* / 174,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7320.0,,,,,
197,Engel & Völkers Palma Beach,"Carrer de Marbella, 71, Platja de Palma, 07610 Palma, Illes Balears, España",971412925,https://www.engelvoelkers.com/es/en/shops/palma-beach,4.9,53.0,en,Google reviews: 4.9* / 53,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7610.0,,,,,
198,Agencia Inmobiliaria Mir ( 07600 ),"Plaça Reina Maria Cristina, 12, 07600 El Arenal, Illes Balears, España",971441396,http://www.inmobiliariamir.com/,4.1,34.0,es,Google reviews: 4.1* / 34,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7600.0,,,,,
199,Engel & Völkers Santa Maria del Camí,"Carrer Marquès de la Fontsanta, 45, 07320 Santa Maria del Camí, Illes Balears, España",971621629,https://www.engelvoelkers.com/es/en/shops/santa-maria,4.8,82.0,en,Google reviews: 4.8* / 82,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'point_of_interest', 'establishment')",7320.0,,,,,
200,Premium Balear Real Estate,"Carrer de Marbella, 22, Platja de Palma, 07610 Palma, Illes Balears, España",971090514,http://www.premium-balear.com/,4.0,18.0,de,Google reviews: 4* / 18,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7610.0,,,,,
201,Inmocasa Arenal,"Carrer Balears, 19, 07600 El Arenal, Illes Balears, España",971443342,http://inmocasaarenal.es/,3.8,17.0,en,Google reviews: 3.8* / 17,OPERATIONAL,"('real_estate_agency', 'store', 'point_of_interest', 'establishment')",7600.0,,,,,
202,Homeing Mallorca · Inmobiliaria · Real Estate,"Carrer del Bisbe Roig, 87, bajos, 07620 Llucmajor, Illes Balears, España",971125277,https://www.homeingmallorca.com/,4.9,84.0,es,Google reviews: 4.9* / 84,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7620.0,,,,,
203,Schanz & Kohne Immobilien Mallorca,"Carrer de l'Ametler, 1, 07609 Llucmajor, Illes Balears, España",628120681,http://www.schanzundkohne.de/,4.4,64.0,es,Google reviews: 4.4* / 64,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7609.0,,,,,
204,Fincas Sant Lluís ,"Carrer del Comte de Lannion, 95, 07710 Sant Lluís, Illes Balears, España",971151812,https://www.fincassantlluis.com/,4.9,56.0,es,Google reviews: 4.9* / 56,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7710.0,,,,,
205,Inmobiliaria Menorca ,"Carrer de Biniarroca, 12, 07710 Sant Lluís, Illes Balears, España",971351530,https://www.sesmoreres.com/,4.8,38.0,es,Google reviews: 4.8* / 38,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7710.0,,,,,
206,Comas Inmobiliaria Menorca,"Carrer de Sant Lluís, 69, 07710 Sant Lluís, Illes Balears, España",971722236,http://menorcainmobiliaria.com/,5.0,14.0,es,Google reviews: 5* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7710.0,,,,,
207,KENSINGTON Finest Properties International  ( 07570 ),"C. de Ciutat, 22, 07570 Artà, Illes Balears, España",670275663,https://kensington-international.com/de/es/mallorca/arta,4.9,69.0,de,Google reviews: 4.9* / 69,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7570.0,,,,,
208,Palma Pisos,"Carrer de Lope de Vega, 5, 07013 Palma, Illes Balears, España",971220055,http://www.palmapisos.net/,3.2,66.0,es,Google reviews: 3.2* / 66,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,,,,,
209,Kensington Finest Properties International,"Calle Conquistador N°8 bajo, Distrito Centro, 07001 Palma, Illes Balears, España",971674306,https://www.kensington-international.com/de/mallorca/,3.5,29.0,es,Google reviews: 3.5* / 29,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7001.0,,,,,
210,KENSINGTON Finest Properties International  ( 07460 ),"Carrer de Philip Newman, 17, 07460 Pollença, Illes Balears, España",971533323,https://kensington-international.com/de/es/mallorca/pollensa,4.9,39.0,es,Google reviews: 4.9* / 39,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7460.0,,,,,
211,Inmobiliaria Nova Ávila,"Av. Ramon de Sant Martí, 1, local 1, 07620 Llucmajor, Illes Balears, España",692803144,http://inmobiliariaavilagestiones.com/,4.9,84.0,es,Google reviews: 4.9* / 84,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7620.0,,,,,
212,Imperial Properties Inmobiliaria CB,"Avinguda del Rei Jaume I, 111, Local 5, 07180 Santa Ponça, Illes Balears, España",971692434,http://www.imperial-properties.com/,4.7,77.0,es,Google reviews: 4.7* / 77,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7180.0,,,,,
213,GestPropiedad Maioris,"Carrer Imperial, 2, 07609 Llucmajor, Illes Balears, España",971237812,https://www.gestpropiedad.com/maioris,4.9,86.0,ru,Google reviews: 4.9* / 86,OPERATIONAL,"('real_estate_agency', 'finance', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",7609.0,,,,,
