name,address,maps_phone,url,rating,reviews_count,language,comment,business_status,types,zip_code,phone_1,phone_2,e-mail_1,e-mail_2,message
John Taylor Menorca,"Moll de Llevant, 258, 07701 Maó, Illes Balears, España",+34639457444,https://www.john-taylor.es/agencia-inmobiliaria-lujo/,5.0,1.0,fr,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7701.0,,,,,error:no contact info found
Timan Investments España S L,"Lugar Urbanització, 304, 07700 Cala Llonga, Illes Balears, España",+34971359980,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7700.0,,,,,error:no contact info found
Palma Pisos,"Carrer de Lope de Vega, 5, 07013 Palma, Illes Balears, España",,http://www.palmapisos.net/,3.2,66.0,es,Google reviews: 3.2* / 66,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,+34971220055,,,,success
Kensington Finest Properties International,"Calle Conquistador N°8 bajo, Distrito Centro, 07001 Palma, Illes Balears, España",+34971674306,https://www.kensington-international.com/de/mallorca/,3.5,29.0,es,Google reviews: 3.5* / 29,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7001.0,,,,,error:no contact info found
Alor Menorca,"Carrer Gran, 117, 07720 Es Castell, Illes Balears, España",+34620884184,http://alormenorca.com/,4.5,2.0,es,Google reviews: 4.5* / 2,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7720.0,+34971423474,,,,success
Lonlas Investment,"Carrer Gran, 117, 07720 Es Castell, Illes Balears, España",,http://lonlasinvestment.com/Contacto/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7720.0,+34971423474,+34620884184,info@lonlasinvestment.com,,success
Menorca Last Minute.,"Carrer Sant Jaume, 33, 07720 Es Castell, Illes Balears, España",+34971368265,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7720.0,,,,,error:no contact info found
menorcapropertysales,"Carrer Gran, 07720 Es Castell, Illes Balears, España",+34675329325,https://menorcapropertysales.com/,,,en,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7720.0,,,,,error:no contact info found
KENSINGTON Finest Properties International  ( 07460 ),"Carrer de Philip Newman, 17, 07460 Pollença, Illes Balears, España",,https://kensington-international.com/de/es/mallorca/pollensa,4.9,39.0,es,Google reviews: 4.9* / 39,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7460.0,+34971533323,,,,success
Aduanas Agente Fernando J Andreu García,"Lugar Moll De Llevant, 6, 07701 Maó-Mahón, Illes Balears, España",+34971353333,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7701.0,,,,,error:no contact info found
Inmobiliaria Nova Ávila,"Av. Ramon de Sant Martí, 1, local 1, 07620 Llucmajor, Illes Balears, España",+34692803144,http://inmobiliariaavilagestiones.com/,4.9,84.0,es,Google reviews: 4.9* / 84,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7620.0,,,,,error:no contact info found
Imperial Properties Inmobiliaria CB,"Avinguda del Rei Jaume I, 111, Local 5, 07180 Santa Ponça, Illes Balears, España",,http://www.imperial-properties.com/,4.7,77.0,es,Google reviews: 4.7* / 77,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7180.0,+34971692434,,,,success
GestPropiedad Maioris,"Carrer Imperial, 2, 07609 Llucmajor, Illes Balears, España",+34971237812,https://www.gestpropiedad.com/maioris,4.9,86.0,ru,Google reviews: 4.9* / 86,OPERATIONAL,"('real_estate_agency', 'finance', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",7609.0,+34600886384,,info@gestpropiedad.com,,success
Xarxa Homes  ( 07181 ),"Carrer Miguel de Cervantes, 23, Local 3, 07181 Costa d'en Blanes, Illes Balears, España",,https://www.xarxahomes.com/,5.0,8.0,es,Google reviews: 5* / 8,OPERATIONAL,"('real_estate_agency', 'consultant', 'general_contractor', 'point_of_interest', 'establishment')",7181.0,+34971684108,+34667725980,inmobiliaria@xarxahomes.com,,success
Inmobiliaria Sud Mallorca,"Carrer Gabriel Roca, 33, 07638 Colònia de Sant Jordi, Illes Balears, España",,http://www.sudmallorca.com/,4.6,19.0,es,Google reviews: 4.6* / 19,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7638.0,+34636582993,+34680343820,,,success
b&m inmobiliaria,"Ctra. Andratx, 43, 07181 Portals Nous, Illes Balears, España",,http://www.bminmobiliaria.com/es/contacto,5.0,2.0,es,Google reviews: 5* / 2,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7181.0,+34971676592,+34676378522,portalsnous@bminmobiliaria.com,,success
BB IMMOBILIEN MALLORCA,"Carrer D'es Convent, 23, 07620 Llucmajor, Illes Balears, España",,https://www.bb-mallorca.com/,4.9,31.0,es,Google reviews: 4.9* / 31,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7620.0,+34611323191,+491633462522,linda@bb-mallorca.com,,success
TOPP MALLORCA INMOBILIARIA,"Carretera Palma-Andratx, 35, 07181 Calviá, Illes Balears, España",+34971403699,http://www.toppmallorca.com/,5.0,4.0,es,Google reviews: 5* / 4,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7181.0,,,,,error:no contact info found
Inverloc Baleares,"Avinguda dels Ocells, 25, 07609 Puigderrós, Illes Balears, España",+34971665577,,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7609.0,,,,,error:no contact info found
Fincas Faro Menorca inmobiliaria,"Avinguda de Josep A. Clavé, 38, 07702 Maó, Illes Balears, España",,http://www.fincasfaro.net/,4.7,140.0,es,Google reviews: 4.7* / 140,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7702.0,+34971354509,+34660043053,,,success
Casas en Menorca,"Pl. Reial, 4, 07702 Maó, Illes Balears, España",+34971363300,http://www.casasenmenorca.com/,4.6,157.0,es,Google reviews: 4.6* / 157,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7702.0,,,,,error:no contact info found
Palmer inmobiliaria - Menorca,,+34639872715,http://www.palmerinmobiliaria.com/,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'establishment')",,+34971240121,,,,success
Inmobiliaria Fincas Bonnin Sanso Mahon,"Carrer Nou, 14, 07701 Maó, Illes Balears, España",+34971350405,https://www.bonninsanso.com/,4.4,127.0,es,Google reviews: 4.4* / 127,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7701.0,0034971350405,0034971482200,,,success
ATIPIKA Lifestyle Properties Inmobiliaria en Menorca,"Avinguda de Fort de l'Eau, 64, 07701 Maó, Illes Balears, España",+34971576961,http://www.atipika.com/,4.8,32.0,es,Google reviews: 4.8* / 32,OPERATIONAL,"('real_estate_agency', 'jewelry_store', 'store', 'point_of_interest', 'establishment')",7701.0,+34934815032,+34936344341,info@atipika.com,castelldefels@atipika.com,"error:too many offices, not giving contacts to avoid misunderstanding"
Spain Sotheby's International Realty  ( 07701 ),"Plaça de la Constitució, 11, 07701 Maó, Illes Balears, España",+34971250340,https://www.spain-sothebysrealty.com/,4.8,4.0,es,Google reviews: 4.8* / 4,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'point_of_interest', 'establishment')",7701.0,+34919041929,,,,success
Autèntic Menorca ,,,https://www.autenticmenorca.com/,5.0,12.0,es,Google reviews: 5* / 12,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'establishment')",,+34613550874,,info@historicmenorca.com,,success
Illa Condal Inmobiliaria,"Carrer d'en Deià, 2 Principal, 2, 07702 Maó, Illes Balears, España",+34686656454,http://www.illacondal.com/,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7702.0,,,,,error:no contact info found
Micol Homes & Property,"Carrer de Sant Lluís Gonçaga, 5B, 07702 Maó, Illes Balears, España",,http://www.micolhomesproperty.com/,5.0,8.0,es,Google reviews: 5* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7702.0,+34693019509,,info@micolhomesproperty.com,,success
FINCAS VENALIS ,"Carrer d'Alaior, 17, 07703 Maó, Illes Balears, España",,http://www.venalismenorca.com/,4.7,11.0,es,Google reviews: 4.7* / 11,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,+34971355757,,info@venalismenorca.com,,success
Fincas Mantolán ,"Carrer Nou, 3, 07701 Maó, Illes Balears, España",,https://www.fincasmantolan.com/,4.8,80.0,es,Google reviews: 4.8* / 80,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7701.0,+34971352896,,info@fincasmantolan.com,,success
PM Inmobiliaria,"Av. de Vives Llull, 54, 07703 Maó, Illes Balears, España",+34629101486,,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,,,,,error:no contact info found
Menorcasa,"Plaça del Príncep, 4, 07701 Maó, Illes Balears, España",,http://www.menorcasa.com/,5.0,39.0,es,Google reviews: 5* / 39,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'general_contractor', 'finance', 'establishment')",7701.0,+34971355789,,hello@menorcasa.com,,success
Alfa Baleares Inmobiliaria,,,http://www.alfabaleares.es/,2.7,6.0,es,Google reviews: 2.7* / 6,OPERATIONAL,"('real_estate_agency', 'establishment')",,+34670273798,,,,success
Fincas llonga's,"Pl. de s'Esplanada, 75, 07703 Maó, Illes Balears, España",,https://fincasllongas.com/,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,+34971385202,,,,success
Engel & Völkers Real Estate Inmobiliaria Mahón,"Carrer de ses Moreres, 34, 07703 Maó, Illes Balears, España",,http://www.engelvoelkers.com/menorca,4.3,40.0,en,Google reviews: 4.3* / 40,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7703.0,+34900747281,,spain.dp@engelvoelkers.com,,success
Grupo Inmobiliario Tutzo,"Carrer de ses Moreres, 54, 07703 Maó, Illes Balears, España",,http://www.tutzoinmobiliaria.com/,3.1,42.0,es,Google reviews: 3.1* / 42,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,+34971350818,+34659467674,info@tutzoinmobiliaria.com,,success
Finques Toyo Pons,"Carrer de Borja Moll, 43, 07702 Maó, Illes Balears, España",,https://www.finquestoyopons.com/,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7702.0,+34657936288,+34971379267,info@finquestoyopons.com,,success
We build Menorca,"Carrer de Sant Sebastià, 91, 07701 Maó, Illes Balears, España",+34617412478,http://www.webuildmenorca.com/,5.0,17.0,es,Google reviews: 5* / 17,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'finance', 'establishment')",7701.0,,,,,error:no contact info found
Inmobiliaria Riera & Taylor,"Rambla del Rei en Jaume, 5, 07500 Manacor, Illes Balears, España",,https://www.rierataylor.com/,4.3,231.0,en,Google reviews: 4.3* / 231,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7500.0,+34680915499,,info@rierataylor.com,,success
"Fincas Armengol Mahón, Menorca","Avinguda de Fort de l'Eau, 123, 07701 Maó, Illes Balears, España",,https://fincasarmengol.com/,4.4,24.0,es,Google reviews: 4.4* / 24,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7701.0,+34971362622,,mao@fincasarmengol.com,,success
INMOBILIARIA MENORCA ( 07703 ),"Carrer del Bisbe Sever, 15, A, 07703 Maó-Mahón, Illes Balears, España",+34971355708,http://www.inmobiliariamenorca.com/,3.0,2.0,es,Google reviews: 3* / 2,OPERATIONAL,"('real_estate_agency', 'lodging', 'finance', 'insurance_agency', 'consultant', 'point_of_interest', 'establishment')",7703.0,0034609651585,,,,success
INMOBILIARIA MAHON,"CARRER SANTA ROSA 28 MAHON MENORCA, 07702 MENORCA, Illes Balears, España",+34603140181,,,,it,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7702.0,,,,,error:no contact info found
Grupo Portal Menorca  ( 07703 ),"Carrer de l'Àngel, 25, 2ª Planta, 07703 Maó-Mahón, Illes Balears, España",,https://portalmenorca.com/,5.0,4.0,es,Google reviews: 5* / 4,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,+34971351221,,,,success
Fincas Moncloa,"Avinguda de Fort de l'Eau, 153, 07701 Maó, Illes Balears, España",,http://www.fincasmoncloa.com/,3.8,12.0,es,Google reviews: 3.8* / 12,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7701.0,+34680680680,,esther.moncloa@gmail.com,,success
3LUX MENORCA,"Avda, Avinguda de Fort de l'Eau, 131, 07712 Maó, Illes Balears, España",+34685363836,,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7712.0,,,,,error:no contact info found
Menorca Secret Properties,"Plaça del Príncep, 07702 Maó, Illes Balears, España",,https://www.menorcasecret.com/,1.0,1.0,en,Google reviews: 1* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7702.0,+34639648543,,kimberley@menorcasecret.com,,success
Finques S'avinguda Estate Agency,"Plaça Padronet, 07703 Maó, Illes Balears, España",+34613032608,,3.0,2.0,es,Google reviews: 3* / 2,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,,,,,error:no contact info found
Oliver Mateu ( 07702 ),"Pl. Reial, 4, 07702 Maó, Illes Balears, España",+34971363300,http://www.casasenmenorca.com/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7702.0,,,,,error:no contact info found
Mansiones de Menorca,"Avinguda de Fort de l'Eau, 1, 07701 Maó, Illes Balears, España",+34657501769,,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7701.0,,,,,error:no contact info found
Trepuco S.L.,"Calle, Camí de ses Vinyes, 19, 07703 Maó-Mahón, Illes Balears, España",+34971361367,http://www.trepuco.es/,4.0,2.0,es,Google reviews: 4* / 2,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,,,trepuco@hotmail.com,trepuco@hotmail.com,success
Casas en Menorca oficina 2,"Carrer s'Arravaleta, 33, 07702 Maó, Illes Balears, España",+34971362991,http://casasenmenorca.com/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7702.0,,,,,error:no contact info found
SOM Menorca - Inmobiliaria ( 07701 ),"Avinguda de Fort de l'Eau, 44, 07701 Maó, Illes Balears, España",,https://www.sommenorca.es/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7701.0,+34971376568,+34636972890,info@sommenorca.es,,success
Marès Solutions,"Pl. de s'Esplanada, 26, 07703 Maó, Illes Balears, España",,https://www.solutions-mares.com/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7703.0,+34623933631,,info@solutions-mares.com,,success
Inmobiliaria Santa Eugenia Propiedades,"Carrer de Font i Vidal, 13, 07703 Maó, Illes Balears, España",+34620037435,,4.0,1.0,en,Google reviews: 4* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,,,,,error:no contact info found
J'achète en Espagne - Minorque,,+34650648642,https://jacheteenespagne.com/immobilier-minorque/,5.0,56.0,fr,Google reviews: 5* / 56,OPERATIONAL,"('real_estate_agency', 'finance', 'general_contractor', 'consultant', 'establishment')",,+34961127666,+3496127666,info@jacheteenespagne.com,,success
Realcare Villa Services,"Carrer d'Artrutx, 10, G, 07714 Maó, Illes Balears, España",+34971369617,,5.0,3.0,es,Google reviews: 5* / 3,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7714.0,,,,,error:no contact info found
Santa Eugenia Propiedades,"Carrer d'Alaior, 8, 07703 Maó, Illes Balears, España",+34620037435,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,,,,,error:no contact info found
3Villas inmobiliaria,"Carrer de Hannover, 43, 07703 Maó, Illes Balears, España",,https://www.3villas.es/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7703.0,+34644673494,+34659933434,,,success
MyM Inmobiliarias de Menorca ,"Carrer de Sant Joan Bosco, 33, 07760 Ciutadella de Menorca, Illes Balears, España",+34656368330,http://www.inmomenorca.net/%20%20%20%7C%20https://reformasamjmenorca.com/,4.4,8.0,es,Google reviews: 4.4* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7760.0,,,,,error:no contact info found
Fincas Sunshine ,"Via de Ronda de S'estancia, 10, 07740 Es Mercadal, Illes Balears, España",,http://www.fincas-sunshine.com/,4.7,59.0,es,Google reviews: 4.7* / 59,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7740.0,+34971154417,+34971376518,fincas-sunshine@telefonica.net,info@fincas-sunshine.com,success
Inmo Menorca Centro,"Avinguda de Jaume I el Conqueridor, 13, 07760 Ciutadella de Menorca, Illes Balears, España",,http://inmomenorcacentro.com/,4.9,180.0,es,Google reviews: 4.9* / 180,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7760.0,+34675413075,+34971383483,info@inmomenorcacentro.com,,success
Fincas Menorca,"Carrer Nou, 14, 07701 Maó, Illes Balears, España",+34971350405,http://www.fincasmenorca.com/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7701.0,,,,,error:no contact info found
"PIMAR BUILDING, S.L.","Pl. de España, 9 A, 07701 Maó-Mahón, Illes Balears, España",+34971364972,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7701.0,,,,,error:no contact info found
Comosa,"Carrer d'Artrutx, 10, Poima, 07714 Maó-Mahón, Illes Balears, España",+34971353319,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7714.0,,,,,error:no contact info found
Boxinfiniti Trasters En Lloguer,"Carrer d'Artrutx, 20, 07714 Maó, Illes Balears, España",+34902002725,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7714.0,,,,,error:no contact info found
Residencial Es Caló Blanc,"Carrer d'Isabel II, 5, 07701 Maó, Illes Balears, España",+34629720120,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7701.0,,,,,error:no contact info found
Inmosoller,"Camí des Murterar, S/N, 07100, Illes Balears, España",,https://www.inmosoller.com/,5.0,40.0,es,Google reviews: 5* / 40,OPERATIONAL,"('real_estate_agency', 'lodging', 'finance', 'consultant', 'point_of_interest', 'establishment')",7100.0,+34646368526,,info@inmosoller.com,,success
Inmobiliària Hàbitat Sóller,"Plaça d'Espanya, 12, 07100 Sóller, Illes Balears, España",,http://www.habitatsoller.es/,4.9,28.0,es,Google reviews: 4.9* / 28,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,+34679355811,+34971638516,habitatsoller@yahoo.es,,success
Mallorca Dream Homes,"Ctra. de Desviament, 62, 07100 Sóller, Illes Balears, España",,http://www.mallorca-dreamhomes.com/,4.4,67.0,es,Google reviews: 4.4* / 67,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,+34971634918,+34619707479,info@mallorca-dreamhomes.com,pere.crespi@mallorca-dreamhomes.com,success
Xisca Coll Immobiliària,"Carrer de la Rectoria, 13, 07100 Sóller, Illes Balears, España",,http://www.xiscacoll.com/,4.9,14.0,es,Google reviews: 4.9* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,+34971633901,+34646885830,info@xiscacoll.com,,success
Living Blue Mallorca  ( 07108 ),"Passeig Es Traves, 25, 07108 Port de Sóller, Illes Balears, España",+34871000500,https://www.livingblue-mallorca.com/,5.0,86.0,es,Google reviews: 5* / 86,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7108.0,+34971510609,+34971510881,info@livingblue-mallorca.com,,success
Enseñat immobiliària,"Carrer de Bauçà, 5A, 07100 Sóller, Illes Balears, España",,https://ensenatinmobiliaria.com/,5.0,11.0,es,Google reviews: 5* / 11,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,+34971630398,+34634671033,info@ensenatinmobiliaria.com,,success
Esther Guesdon Inmobiliaria,"Carrer de Sant Joan, 4A, 07100 Sóller, Illes Balears, España",,http://www.guesdoninmobiliaria.com/,5.0,11.0,es,Google reviews: 5* / 11,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,+34680434887,,esther@guesdoninmobiliaria.com,,success
Sóller Studio Real Estate,"Carrer de la Rectoria, 3, 07100 Sóller, Illes Balears, España",,http://www.sollerstudio.com/,4.8,36.0,es,Google reviews: 4.8* / 36,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,+34871872105,,info@sollerstudio.com,,success
Cabot Immobiliària,"Plaça d'Espanya, 2, 07100 Sóller, Illes Balears, España",,http://www.inmocabot.com/,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",7100.0,+34971633843,+34620963014,acabot@inmocabot.com,,success
Berkshire Hathaway HomeServices Nova Mallorca ( 07100 ),"Av. de Cristòfol Colom, 2, 07100 Sóller, Illes Balears, España",+34971638785,https://www.bhhsmallorca.com/,5.0,3.0,es,Google reviews: 5* / 3,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,+34912771071,+34910228442,info.aravaca@bhhsmadrid.com,info.moraleja@bhhsmadrid.com,success
IMMOBILIÀRIA SÓLLER HOMES,"18 de noviembre, 2005, 01, 07100 Sóller, Illes Balears, España",,http://www.sollerhomes.com/,4.2,13.0,es,Google reviews: 4.2* / 13,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,+34616807592,,info@sollerhomes.com,,success
Engel & Völkers Sóller,"Carrer de Bauçà, 4, 07100 Sóller, Illes Balears, España",+34971633063,https://www.engelvoelkers.com/majorca/soller/,4.8,17.0,es,Google reviews: 4.8* / 17,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'finance', 'establishment')",7100.0,+34900747281,,spain.dp@engelvoelkers.com,,success
Inmovisual Mallorca,"Camí Pujol d'en Banya, 2, 07100 Sóller, Illes Balears, España",+4916097606533,https://inmovisual-mallorca.com/,5.0,5.0,es,Google reviews: 5* / 5,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,,,,,error:no contact info found
Axana Vasquez ,,+34645185076,https://www.safti.es/tu-asesor-safti/axana-vasquez-martinez,5.0,2.0,es,Google reviews: 5* / 2,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,error:no contact info found
Agencia MALLORCA SWEET HOME,"Carrer de Pons, 18, 07100 Sóller, Illes Balears, España",+34649305348,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,,,,,error:no contact info found
Cases de Sóller S.L,"Carrer de sa Romaguera, 30, 07100 Sóller, Illes Balears, España",,http://casesdesoller.com/,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,+34971631571,,,,success
Charles Marlow,"Carrer Arxiduc Luís Salvador, 2A, 07179 Deià, Illes Balears, España",+34971636427,https://www.charlesmarlow.com/,4.9,74.0,en,Google reviews: 4.9* / 74,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7179.0,,,,,error:no contact info found
Morey Inmobiliaria,"Carrer de la Venerable Sor Aina, 8, 07170 Valldemossa, Illes Balears, España",,http://www.moreyinmobiliaria.com/,4.8,38.0,es,Google reviews: 4.8* / 38,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7170.0,+34639493031,+34650429501,,,success
First Mallorca Sóller,"Av. de Jeroni Estades, 6, 07100 Sóller, Illes Balears, España",+34871590454,https://www.firstmallorca.com/en/sales/soller-properties,,,en,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7100.0,+34971007007,,,,success
Sampol Riera S A,"Camino Cala, 9, 07179 Deià, Illes Balears, España",+34971636622,,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7179.0,,,,,error:no contact info found
Marandvillas Holiday Homes,"Plaça de sa Constitució, 3, 1º A, 07100 Sóller, Illes Balears, España",,http://www.marandvillas.com/,3.8,10.0,es,Google reviews: 3.8* / 10,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7100.0,+34616159155,,info@marandvillas.com,,success
Sóller Properties,,+34871153666,https://www.soller-properties.com/,4.0,2.0,es,Google reviews: 4* / 2,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,error:no contact info found
Es Llorer,"Cami de sa Cala, 8, 07179 Cala, Illes Balears, España",+34600717996,,5.0,3.0,ca,Google reviews: 5* / 3,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7179.0,,,,,error:no contact info found
PETIT DEIÀ,"Sa Vinya des Molí, Carrer Es Clot, 45, 07179 Deià, Illes Balears, España",+34691422688,https://petitdeiamallorca.com/,5.0,3.0,es,Google reviews: 5* / 3,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7179.0,+34900208080,,comercial@marcapital.es,,success
Nd Gestión Inmobiliaria,"07141 Es Pont d'Inca, Illes Balears, España",+34971927463,,3.9,8.0,es,Google reviews: 3.9* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7141.0,,,,,error:no contact info found
NOU PORTAL,"07680 Porto Cristo, Illes Balears, España",+34692601344,http://www.nouportal.com/,3.0,8.0,ca,Google reviews: 3* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7680.0,+34938606574,+34919227762,,,success
KENSINGTON Finest Properties International  ( 07180 ),"Avinguda del Rei Jaume I, 109, local 2, 07180 Santa Ponça, Illes Balears, España",+34971690421,https://kensington-santaponsa.com/,3.9,26.0,es,Google reviews: 3.9* / 26,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7180.0,,,,,error:no contact info found
Marietta Homes,,,http://www.mariettahomes.es/,5.0,15.0,es,Google reviews: 5* / 15,OPERATIONAL,"('real_estate_agency', 'establishment')",,+34660184273,,info@mariettahomes.es,,success
Inmobiliaria Inca ,"Av. Jaume I, 37, A, 07300 Inca, Illes Balears, España",,http://www.a8inmobiliaria.com/,4.6,325.0,es,Google reviews: 4.6* / 325,OPERATIONAL,"('real_estate_agency', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",7300.0,+34871919192,,,,success
