,name,address,international_phone_number,url,rating,reviews_count,language,comment,zip_code,phone_1,phone_2,e-mail_1,e-mail_2,message
121,InmoMancha,"C. Ramón y Cajal, 26, 02611 Ossa de Montiel, Albacete, España",,http://www.inmomancha.es/,1.0,1.0,es,Google reviews: 1* / 1,2611.0,34633021918.0,,info@inmomancha.es,,success
122,Casa Rural “La Forilla”.,"Carr la Colgada, 10, 02611 Ossa de Montiel, Albacete, España",34626867998.0,http://laforilla.es/,4.7,39.0,es,Google reviews: 4.7* / 39,2611.0,,,,,error: no contact info found on webpage
123,Inmobiliaria Martinez,"C. Gral. Latorre, 2, 02630 La Roda, Albacete, España",34967442927.0,https://martinezinmobiliaria.es/,3.2,5.0,en,Google reviews: 3.2* / 5,2630.0,,,,,error:no webpage
124,CIMASA,"Av. Tercera, 6, 02630 La Roda, Albacete, España",,,5.0,1.0,es,Google reviews: 5* / 1,2630.0,,,,,error:no webpage
125,ELEVA inmobiliaria,"C. de la Tierra Blanca, 3, 02630 La Roda, Albacete, España",,,,,es,Google reviews: * / None,2630.0,,,,,error:no webpage
126,Mezcua Inmobiliaria,"C. Gustavo Adolfo Bécquer, 9, 02640 Almansa, Albacete, España",,https://www.mezcua.com/,4.6,21.0,es,Google reviews: 4.6* / 21,2640.0,34967311287.0,34967311082.0,oficina@mezcua.com,,success
127,Almanbroker,"C. de Mendizábal, 14, 02640 Almansa, Albacete, España",,http://www.almanbroker.com/,4.2,54.0,es,Google reviews: 4.2* / 54,2640.0,34967344255.0,34693069335.0,inmobiliaria@almanbroker.com,,success
128,Fg Inmobiliaria,"C. San Francisco, 5, 02640 Almansa, Albacete, España",,http://www.fginmobiliaria.es/,4.7,13.0,es,Google reviews: 4.7* / 13,2640.0,34967016868.0,34722490443.0,francisco@fginmobiliaria.es,,success
129,Inmobiliaria Almansa Siglo XXI,"C. Aniceto Coloma, 23, 02640 Almansa, Albacete, España",,http://www.inmobiliariaalmansasigloxxi.com/,4.2,9.0,es,Google reviews: 4.2* / 9,2640.0,34967311680.0,34666277959.0,inmobiliariaalmansasigloxxi@hotmail.com,inmobiliariaalmansasibloxxi@hotmail.com,success
130,Nieves Y Milán - Antonio Nieves Tortosa,"C. Corredera, 11, 02640 Almansa, Albacete, España",,http://www.nievesymilan.com/,4.7,20.0,es,Google reviews: 4.7* / 20,2640.0,34967016238.0,34618299803.0,ievesmilan@gmail.com,,success
131,AlquileresAlmansa,"C. Velázquez, 9, 02640 Almansa, Albacete, España",34646950880.0,https://www.alquileresalmansa.com/,,,es,Google reviews: * / None,2640.0,34606571828.0,34696365253.0,info@alquileresalmansa.com,,success
132,Torró Consultores,,,https://torroconsultores.com/,,,es,Google reviews: * / None,,34649380452.0,,despacho@torroconsultores.com,,success
133,Nieves Y Milán Sl,"C. Corredera, 11, 02640 Almansa, Albacete, España",34967318853.0,,4.0,1.0,es,Google reviews: 4* / 1,2640.0,,,,,error:no webpage
134,Júcar Homes,"C. Miguel Hernández, 19, 02660 Caudete, Albacete, España",,http://www.jucarhomes.com/,4.5,22.0,es,Google reviews: 4.5* / 22,2660.0,34965827406.0,,correo@jucarhomes.com,,success
135,Moisés Hoyos Vinader,"C. de Mendizábal, 14, 02640 Almansa, Albacete, España",34967311142.0,,,,es,Google reviews: * / None,2640.0,,,,,error: no webpage
136,Promociones Francamer,"C. Corredera, 128, 02640 Almansa, Albacete, España",34967310518.0,,,,es,Google reviews: * / None,2640.0,,,,,error:no webpage
137,Invercom Hungria,"C. Federico García Lorca, 5, 02640 Almansa, Albacete, España",34637023789.0,,,,es,Google reviews: * / None,2640.0,,,,,error:no webpage
138,My House Almansa,"C. el Cid, 2, 02640 Almansa, Albacete, España",,,,,es,Google reviews: * / None,2640.0,,,,,error: no webpage
139,Inmoalpera,"C. Palacio, 3, 02690 Alpera, Albacete, España",34744783468.0,,,,es,Google reviews: * / None,2690.0,,,,,error:no webpage
140,restyle HOME,"C. Carpinteros, 9, 02640 Almansa, Albacete, España",,,3.0,1.0,es,Google reviews: 3* / 1,2640.0,,,,,error:no webpage
141,Alojamientos Torre del Reloj,"C. Virgen de Belén, 4, 02640 Almansa, Albacete, España",,https://alojamientostorredelreloj.es/,4.7,26.0,es,Google reviews: 4.7* / 26,2640.0,34722434004.0,,a.torredelreloj@gmail.com,,success
142,"Caudecons, S.L.","C. Jose Ruiz Y Ruiz, 44, 02660 Caudete, Albacete, España",,http://www.caudecons.com/,5.0,6.0,es,Google reviews: 5* / 6,2660.0,34657191253.0,34965825156.0,info@caudecons.com,,success
143,Daer Consultoría,"C. Miguel Hernández, 19, 02660 Caudete, Albacete, España",34965827406.0,http://www.daerconsultoria.es/,,,es,Google reviews: * / None,2660.0,,,,,error: no webpage (404 - Artículo no encontrado)
144,Alprosa,"02640 Almansa, Albacete, España",34967341754.0,,,,es,Google reviews: * / None,2640.0,,,,,error:no webpage
